Precinct	Register Voters	Ballots Cast	Turnout %
03001	1061	347	32.70
03002	772	448	58.03
03003	809	343	42.40
03004	806	351	43.55
03005	711	223	31.36
03006	820	346	42.20
03007	625	279	44.64
03008	811	229	28.24
03009	743	304	40.92
03010	657	158	24.05
03011	789	305	38.66
03012	733	366	49.93
03013	792	369	46.59
03014	710	260	36.62
03015	765	283	36.99
03016	843	291	34.52
03017	822	309	37.59
03018	1207	432	35.79
03019	743	338	45.49
03020	862	318	36.89
03021	814	402	49.39
03022	841	296	35.20
03023	785	293	37.32
03024	795	291	36.60
03025	958	460	48.02
03026	788	450	57.11
03027	794	313	39.42
03028	661	267	40.39
03029	972	313	32.20
03030	788	324	41.12
03031	873	362	41.47
03032	820	344	41.95
03033	836	256	30.62
03034	860	360	41.86
03035	566	163	28.80
03036	657	174	26.48
03037	751	254	33.82
03038	650	351	54.00
03039	781	302	38.67
03040	840	367	43.69
03041	769	291	37.84
04001	819	399	48.72
04002	763	376	49.28
04003	809	305	37.70
04004	1005	412	41.00
04005	742	342	46.09
04006	904	488	53.98
04007	852	413	48.47
04008	830	418	50.36
04009	810	485	59.88
04010	857	398	46.44
04011	898	341	37.97
04012	870	351	40.34
04013	613	192	31.32
04014	767	354	46.15
04015	899	400	44.49
04016	840	347	41.31
04017	754	341	45.23
04018	781	362	46.35
04019	935	313	33.48
04020	675	347	51.41
04021	882	305	34.58
04022	778	403	51.80
04023	916	461	50.33
04024	778	338	43.44
04025	730	340	46.58
04026	829	378	45.60
04027	813	355	43.67
04028	704	356	50.57
04029	782	269	34.40
04030	1087	386	35.51
04031	661	457	69.14
04032	851	332	39.01
04033	836	393	47.01
04034	710	280	39.44
04035	983	457	46.49
04036	857	396	46.21
04037	747	325	43.51
04038	788	397	50.38
05001	785	271	34.52
05002	794	259	32.62
05003	663	343	51.73
05004	799	316	39.55
05005	792	330	41.67
05006	732	268	36.61
05007	609	309	50.74
05008	648	369	56.94
05009	782	400	51.15
05010	766	263	34.33
05011	679	379	55.82
05012	800	228	28.50
05013	742	270	36.39
05014	600	316	52.67
05015	657	323	49.16
05016	872	314	36.01
05017	816	257	31.50
05018	587	300	51.11
05019	668	375	56.14
05020	742	387	52.16
05021	677	307	45.35
05022	678	439	64.75
05023	1010	494	48.91
05024	728	322	44.23
05025	772	339	43.91
05026	757	311	41.08
05027	624	292	46.79
05028	790	387	48.99
05029	871	381	43.74
05030	801	230	28.71
05031	744	230	30.91
05032	752	410	54.52
05033	825	356	43.15
05034	748	405	54.14
05035	651	365	56.07
05036	684	247	36.11
05037	708	387	54.66
05038	825	283	34.30
05039	585	308	52.65
05040	684	304	44.44
05041	331	227	68.58
06001	709	350	49.37
06002	702	321	45.73
06003	661	334	50.53
06004	646	220	34.06
06005	776	217	27.96
06006	665	285	42.86
06007	725	265	36.55
06008	657	321	48.86
06009	835	254	30.42
06010	677	187	27.62
06011	759	243	32.02
06012	773	176	22.77
06013	597	227	38.02
06014	769	283	36.80
06015	932	248	26.61
06016	701	337	48.07
06017	713	213	29.87
06018	677	202	29.84
06019	697	280	40.17
06020	676	159	23.52
06021	670	173	25.82
06022	687	203	29.55
06023	708	175	24.72
06024	637	166	26.06
06025	692	174	25.14
06026	785	170	21.66
06027	693	160	23.09
06028	680	147	21.62
06029	679	352	51.84
06030	794	239	30.10
06031	664	321	48.34
06032	700	272	38.86
06033	731	303	41.45
06034	676	303	44.82
06035	638	297	46.55
06036	667	341	51.12
06037	656	374	57.01
06038	704	340	48.30
06039	802	249	31.05
06040	665	258	38.80
06041	705	295	41.84
06042	816	268	32.84
06043	717	270	37.66
06044	785	323	41.15
06045	713	301	42.22
06046	569	220	38.66
06047	669	231	34.53
06048	745	285	38.26
07001	721	229	31.76
07002	877	241	27.48
07003	628	290	46.18
07004	645	290	44.96
07005	674	225	33.38
07006	798	389	48.75
07007	782	226	28.90
07008	692	289	41.76
07009	1024	509	49.71
07010	712	301	42.28
07011	788	265	33.63
07012	754	261	34.62
07013	522	221	42.34
07014	778	268	34.45
07015	738	302	40.92
07016	771	227	29.44
07017	711	214	30.10
07018	747	229	30.66
07019	708	269	37.99
07020	681	175	25.70
07021	758	197	25.99
07022	725	209	28.83
07023	655	318	48.55
07024	743	263	35.40
07025	786	239	30.41
07026	568	230	40.49
07027	642	231	35.98
07028	628	208	33.12
07029	665	235	35.34
07030	726	209	28.79
07031	599	172	28.71
07032	764	440	57.59
07033	751	407	54.19
07034	786	364	46.31
07035	755	276	36.56
07036	783	360	45.98
07037	725	337	46.48
07038	658	200	30.40
07039	667	281	42.13
07040	651	290	44.55
07041	736	266	36.14
07042	676	275	40.68
07043	708	273	38.56
07044	729	248	34.02
07045	858	265	30.89
07046	285	159	55.79
08001	723	217	30.01
08002	843	282	33.45
08003	672	363	54.02
08004	648	367	56.64
08005	667	373	55.92
08006	747	322	43.11
08007	766	362	47.26
08008	629	336	53.42
08009	458	195	42.58
08010	695	399	57.41
08011	669	276	41.26
08012	625	250	40.00
08013	910	320	35.16
08014	701	182	25.96
08015	702	252	35.90
08016	347	91	26.22
08017	536	280	52.24
08018	917	240	26.17
08019	752	362	48.14
08020	744	314	42.20
08021	886	343	38.71
08022	675	269	39.85
08023	690	225	32.61
08024	368	199	54.08
08025	761	295	38.76
08026	802	276	34.41
08027	668	332	49.70
08028	745	304	40.81
08029	862	331	38.40
08030	771	324	42.02
08031	619	226	36.51
08032	564	244	43.26
08033	703	283	40.26
08034	669	289	43.20
08035	719	352	48.96
08036	716	319	44.55
08037	527	273	51.80
08038	548	207	37.77
08039	692	302	43.64
08040	515	226	43.88
08041	738	307	41.60
08042	852	355	41.67
08043	468	156	33.33
08044	526	185	35.17
08045	806	237	29.40
08046	598	240	40.13
08047	610	256	41.97
08048	786	239	30.41
08049	667	296	44.38
08050	702	330	47.01
08051	674	331	49.11
08052	833	406	48.74
08053	397	168	42.32
08054	731	227	31.05
08055	433	187	43.19
08056	693	320	46.18
09001	766	286	37.34
09002	678	237	34.96
09003	836	152	18.18
09004	608	226	37.17
09005	709	261	36.81
09006	697	304	43.62
09007	649	190	29.28
09008	878	228	25.97
09009	763	340	44.56
09010	690	240	34.78
09011	644	194	30.12
09012	753	312	41.43
09013	711	333	46.84
09014	769	366	47.59
09015	1043	156	14.96
09016	682	243	35.63
09017	725	201	27.72
09018	641	194	30.27
09019	677	241	35.60
09020	727	295	40.58
09021	703	257	36.56
09022	677	307	45.35
09023	701	333	47.50
09024	703	286	40.68
09025	693	288	41.56
09026	941	190	20.19
09027	709	253	35.68
09028	657	164	24.96
09029	737	262	35.55
09030	639	222	34.74
09031	727	210	28.89
09032	708	256	36.16
09033	708	188	26.55
09034	747	218	29.18
09035	669	280	41.85
09036	706	226	32.01
09037	778	337	43.32
09038	711	269	37.83
09039	728	287	39.42
09040	774	314	40.57
09041	636	226	35.53
09042	702	330	47.01
09043	807	216	26.77
09044	588	248	42.18
09045	676	213	31.51
09046	783	260	33.21
09047	691	341	49.35
09048	715	315	44.06
09049	677	307	45.35
09050	760	387	50.92
09051	636	302	47.48
10001	698	252	36.10
10002	670	381	56.87
10003	724	371	51.24
10004	842	258	30.64
10005	679	308	45.36
10006	616	301	48.86
10007	630	233	36.98
10008	626	165	26.36
10009	706	399	56.52
10010	698	384	55.01
10011	936	479	51.18
10012	509	249	48.92
10013	898	367	40.87
10014	908	498	54.85
10015	1272	557	43.79
10016	627	281	44.82
10017	881	498	56.53
10018	652	196	30.06
10019	740	419	56.62
10020	742	414	55.80
10021	818	388	47.43
10022	549	193	35.15
10023	697	339	48.64
10024	660	414	62.73
10025	271	95	35.06
10026	780	266	34.10
10027	1042	286	27.45
10028	861	426	49.48
10029	744	341	45.83
10030	762	324	42.52
10031	714	259	36.27
10032	749	364	48.60
10033	593	252	42.50
10034	681	213	31.28
10035	753	456	60.56
10036	203	87	42.86
11001	799	386	48.31
11002	894	44	4.92
11003	647	267	41.27
11004	746	364	48.79
11005	1034	432	41.78
11006	854	324	37.94
11007	723	247	34.16
11008	807	367	45.48
11009	827	344	41.60
11010	852	372	43.66
11011	842	411	48.81
11012	992	626	63.10
11013	976	561	57.48
11014	522	258	49.43
11015	364	171	46.98
11016	703	300	42.67
11017	772	393	50.91
11018	727	357	49.11
11019	957	442	46.19
11020	581	310	53.36
11021	844	590	69.91
11022	992	494	49.80
11023	420	281	66.90
11024	753	512	67.99
11025	671	407	60.66
11026	847	517	61.04
11027	472	161	34.11
11028	465	214	46.02
11029	800	502	62.75
11030	602	236	39.20
11031	718	443	61.70
11032	366	240	65.57
11033	749	300	40.05
11034	309	166	53.72
11035	247	156	63.16
11036	452	181	40.04
11037	332	140	42.17
11038	377	151	40.05
12001	670	334	49.85
12002	692	255	36.85
12003	788	379	48.10
12004	698	330	47.28
12005	747	289	38.69
12006	831	327	39.35
12007	801	261	32.58
12008	826	331	40.07
12009	664	286	43.07
12010	827	302	36.52
12011	819	326	39.80
12012	819	267	32.60
12013	829	317	38.24
12014	814	241	29.61
12015	850	305	35.88
12016	819	295	36.02
12017	858	323	37.65
12018	850	269	31.65
12019	738	305	41.33
12020	860	354	41.16
12021	781	316	40.46
12022	879	242	27.53
12023	725	314	43.31
13001	447	268	59.96
13002	435	305	70.11
13003	433	218	50.35
13004	584	336	57.53
13005	626	352	56.23
13006	477	325	68.13
13007	477	242	50.73
13008	407	232	57.00
13009	578	288	49.83
13010	481	317	65.90
13011	567	366	64.55
13012	528	285	53.98
13013	519	312	60.12
13014	519	271	52.22
13015	748	438	58.56
13016	408	237	58.09
13017	482	262	54.36
13018	451	244	54.10
13019	632	325	51.42
13020	371	196	52.83
13021	584	372	63.70
13022	575	353	61.39
13023	441	233	52.83
13024	469	292	62.26
13025	573	307	53.58
13026	537	310	57.73
13027	486	307	63.17
13028	453	253	55.85
13029	416	248	59.62
13030	386	233	60.36
13031	588	325	55.27
13032	484	278	57.44
13033	469	295	62.90
13034	527	361	68.50
13035	440	281	63.86
13036	323	169	52.32
13037	581	335	57.66
13038	446	283	63.45
13039	513	311	60.62
13040	431	254	58.93
13041	549	285	51.91
13042	527	310	58.82
13043	503	328	65.21
13044	588	409	69.56
13045	567	302	53.26
13046	639	357	55.87
13047	592	315	53.21
13048	441	284	64.40
14001	673	416	61.81
14002	850	422	49.65
14003	651	295	45.31
14004	586	321	54.78
14005	927	373	40.24
14006	306	146	47.71
14007	782	326	41.69
14008	765	303	39.61
14009	714	360	50.42
14010	494	221	44.74
14011	379	172	45.38
14012	657	312	47.49
14013	501	238	47.50
14014	603	273	45.27
14015	677	302	44.61
14016	535	228	42.62
14017	549	257	46.81
14018	270	137	50.74
14019	621	274	44.12
14020	500	191	38.20
14021	612	290	47.39
14022	845	331	39.17
14023	523	263	50.29
14024	694	406	58.50
14025	431	188	43.62
14026	499	192	38.48
14027	629	267	42.45
14028	520	234	45.00
14029	555	258	46.49
14030	380	155	40.79
14031	360	175	48.61
15001	790	337	42.66
15002	657	173	26.33
15003	668	185	27.69
15004	803	340	42.34
15005	834	275	32.97
15006	855	305	35.67
15007	747	226	30.25
15008	749	335	44.73
15009	915	387	42.30
15010	892	374	41.93
15011	856	340	39.72
15012	803	394	49.07
15013	819	258	31.50
15014	789	231	29.28
15015	747	225	30.12
15016	779	310	39.79
15017	655	231	35.27
15018	732	201	27.46
15019	720	266	36.94
15020	754	181	24.01
15021	619	189	30.53
15022	778	202	25.96
15023	778	217	27.89
15024	739	190	25.71
16001	782	311	39.77
16002	753	219	29.08
16003	712	214	30.06
16004	750	229	30.53
16005	748	187	25.00
16006	728	209	28.71
16007	716	222	31.01
16008	642	132	20.56
16009	795	249	31.32
16010	716	219	30.59
16011	731	228	31.19
16012	737	180	24.42
16013	777	217	27.93
16014	693	186	26.84
16015	762	252	33.07
16016	698	257	36.82
16017	796	229	28.77
16018	759	250	32.94
16019	734	193	26.29
16020	695	211	30.36
16021	756	187	24.74
16022	786	198	25.19
16023	763	227	29.75
16024	454	151	33.26
16025	772	250	32.38
16026	695	219	31.51
16027	705	190	26.95
16028	764	277	36.26
16029	767	201	26.21
16030	744	210	28.23
16031	737	249	33.79
16032	769	235	30.56
16033	754	237	31.43
16034	744	211	28.36
16035	812	221	27.22
16036	619	189	30.53
17001	671	260	38.75
17002	806	237	29.40
17003	830	227	27.35
17004	842	300	35.63
17005	696	230	33.05
17006	777	224	28.83
17007	753	181	24.04
17008	815	231	28.34
17009	796	263	33.04
17010	781	279	35.72
17011	705	217	30.78
17012	864	269	31.13
17013	723	207	28.63
17014	778	262	33.68
17015	836	261	31.22
17016	781	226	28.94
17017	776	234	30.15
17018	732	297	40.57
17019	674	142	21.07
17020	749	344	45.93
17021	753	355	47.14
17022	730	278	38.08
17023	635	178	28.03
17024	795	302	37.99
17025	675	202	29.93
17026	835	313	37.49
17027	787	236	29.99
17028	695	211	30.36
17029	774	220	28.42
17030	642	228	35.51
17031	699	191	27.32
17032	732	175	23.91
17033	689	165	23.95
17034	719	188	26.15
17035	716	195	27.23
17036	729	295	40.47
17037	683	219	32.06
17038	904	288	31.86
17039	712	263	36.94
17040	730	256	35.07
17041	761	311	40.87
18001	617	233	37.76
18002	659	272	41.27
18003	588	323	54.93
18004	631	315	49.92
18005	599	202	33.72
18006	533	274	51.41
18007	684	297	43.42
18008	648	316	48.77
18009	578	311	53.81
18010	725	395	54.48
18011	584	256	43.84
18012	598	275	45.99
18013	674	318	47.18
18014	666	301	45.20
18015	738	321	43.50
18016	641	297	46.33
18017	668	312	46.71
18018	610	282	46.23
18019	650	308	47.38
18020	612	252	41.18
18021	728	384	52.75
18022	705	358	50.78
18023	648	271	41.82
18024	637	288	45.21
18025	626	304	48.56
18026	676	366	54.14
18027	637	227	35.64
18028	609	297	48.77
18029	668	309	46.26
18030	673	328	48.74
18031	632	302	47.78
18032	666	317	47.60
18033	596	238	39.93
18034	679	409	60.24
18035	652	369	56.60
18036	673	293	43.54
18037	671	360	53.65
18038	636	294	46.23
18039	633	210	33.18
18040	655	351	53.59
18041	697	359	51.51
18042	675	249	36.89
18043	543	242	44.57
18044	593	287	48.40
18045	697	288	41.32
18046	684	342	50.00
18047	576	198	34.38
18048	609	218	35.80
18049	554	196	35.38
18050	635	220	34.65
19001	547	320	58.50
19002	754	486	64.46
19003	498	282	56.63
19004	705	408	57.87
19005	616	395	64.12
19006	642	379	59.03
19007	586	340	58.02
19008	705	409	58.01
19009	442	253	57.24
19010	685	410	59.85
19011	653	391	59.88
19012	539	297	55.10
19013	715	402	56.22
19014	692	383	55.35
19015	842	478	56.77
19016	650	382	58.77
19017	549	302	55.01
19018	537	319	59.40
19019	723	461	63.76
19020	579	321	55.44
19021	684	330	48.25
19022	623	387	62.12
19023	612	375	61.27
19024	453	295	65.12
19025	563	339	60.21
19026	619	344	55.57
19027	599	340	56.76
19028	745	390	52.35
19029	686	343	50.00
19030	594	321	54.04
19031	502	311	61.95
19032	582	316	54.30
19033	639	356	55.71
19034	556	339	60.97
19035	493	313	63.49
19036	818	406	49.63
19037	578	350	60.55
19038	543	302	55.62
19039	263	87	33.08
19040	616	376	61.04
19041	596	334	56.04
19042	466	284	60.94
19043	872	426	48.85
19044	715	393	54.97
19045	572	348	60.84
19046	652	377	57.82
19047	820	489	59.63
19048	863	348	40.32
19049	725	436	60.14
19050	506	272	53.75
19051	654	413	63.15
19052	719	391	54.38
19053	570	332	58.25
19054	523	279	53.35
19055	571	315	55.17
19056	596	384	64.43
19057	499	303	60.72
20001	665	217	32.63
20002	482	116	24.07
20003	666	220	33.03
20004	514	123	23.93
20005	821	253	30.82
20006	508	128	25.20
20007	880	216	24.55
20008	699	280	40.06
20009	786	320	40.71
20010	666	197	29.58
20011	951	302	31.76
20012	648	134	20.68
20013	1022	284	27.79
20014	419	169	40.33
20015	849	224	26.38
20016	696	299	42.96
20017	670	157	23.43
20018	681	209	30.69
20019	810	259	31.98
20020	642	173	26.95
20021	753	193	25.63
20022	752	340	45.21
20023	844	289	34.24
20024	680	246	36.18
20025	722	240	33.24
20026	616	283	45.94
20027	525	169	32.19
20028	565	191	33.81
20029	895	328	36.65
20030	428	153	35.75
20031	847	250	29.52
20032	866	258	29.79
20033	589	147	24.96
20034	705	286	40.57
20035	909	143	15.73
20036	378	90	23.81
20037	305	93	30.49
20038	386	112	29.02
20039	163	43	26.38
21001	727	329	45.25
21002	670	202	30.15
21003	732	309	42.21
21004	813	286	35.18
21005	731	336	45.96
21006	683	258	37.77
21007	666	328	49.25
21008	703	270	38.41
21009	703	337	47.94
21010	716	283	39.53
21011	735	287	39.05
21012	708	270	38.14
21013	771	260	33.72
21014	793	353	44.51
21015	682	262	38.42
21016	694	266	38.33
21017	749	251	33.51
21018	763	328	42.99
21019	756	304	40.21
21020	676	280	41.42
21021	697	234	33.57
21022	689	281	40.78
21023	650	271	41.69
21024	719	286	39.78
21025	639	279	43.66
21026	778	258	33.16
21027	720	298	41.39
21028	891	333	37.37
21029	740	294	39.73
21030	684	195	28.51
21031	459	221	48.15
21032	691	271	39.22
21033	748	289	38.64
21034	795	276	34.72
21035	734	309	42.10
21036	698	288	41.26
21037	611	241	39.44
21038	735	247	33.61
21039	629	207	32.91
21040	652	245	37.58
21041	722	314	43.49
21042	779	314	40.31
21043	777	286	36.81
21044	741	296	39.95
21045	747	290	38.82
21046	726	327	45.04
21047	732	252	34.43
21048	690	265	38.41
21049	753	330	43.82
21050	707	246	34.79
21051	725	326	44.97
21052	754	301	39.92
21053	575	226	39.30
21054	623	234	37.56
22001	461	177	38.39
22002	732	335	45.77
22003	1064	436	40.98
22004	670	274	40.90
22005	793	320	40.35
22006	808	336	41.58
22007	548	240	43.80
22008	785	372	47.39
22009	729	257	35.25
22010	964	436	45.23
22011	771	264	34.24
22012	664	293	44.13
22013	808	315	38.99
22014	756	229	30.29
22015	678	234	34.51
22016	659	286	43.40
22017	877	333	37.97
22018	760	249	32.76
22019	413	124	30.02
22020	776	306	39.43
22021	909	301	33.11
22022	818	268	32.76
22023	922	344	37.31
22024	978	372	38.04
22025	792	337	42.55
23001	544	331	60.85
23002	575	310	53.91
23003	570	307	53.86
23004	612	368	60.13
23005	586	285	48.63
23006	630	321	50.95
23007	568	263	46.30
23008	681	362	53.16
23009	525	240	45.71
23010	671	338	50.37
23011	668	325	48.65
23012	552	336	60.87
23013	560	193	34.46
23014	536	297	55.41
23015	586	258	44.03
23016	546	314	57.51
23017	548	177	32.30
23018	557	280	50.27
23019	606	236	38.94
23020	559	184	32.92
23021	570	320	56.14
23022	612	303	49.51
23023	546	325	59.52
23024	584	236	40.41
23025	654	279	42.66
23026	641	306	47.74
23027	514	329	64.01
23028	587	327	55.71
23029	529	268	50.66
23030	648	332	51.23
23031	549	240	43.72
23032	617	302	48.95
23033	682	292	42.82
23034	651	259	39.78
23035	458	255	55.68
23036	555	353	63.60
23037	552	313	56.70
23038	515	279	54.17
23039	623	283	45.43
24001	746	217	29.09
24002	803	198	24.66
24003	848	225	26.53
24004	566	188	33.22
24005	458	136	29.69
24006	715	233	32.59
24007	415	149	35.90
24008	469	150	31.98
24009	774	220	28.42
24010	425	133	31.29
24011	892	229	25.67
24012	487	126	25.87
24013	466	117	25.11
24014	766	193	25.20
24015	491	140	28.51
24016	770	263	34.16
24017	634	160	25.24
24018	784	253	32.27
24019	841	247	29.37
24020	636	172	27.04
24021	426	115	27.00
24022	916	281	30.68
24023	739	206	27.88
24024	1047	279	26.65
24025	737	190	25.78
24026	852	322	37.79
24027	776	234	30.15
24028	582	184	31.62
24029	487	169	34.70
24030	409	123	30.07
24031	807	251	31.10
24032	440	136	30.91
24033	480	125	26.04
24034	742	200	26.95
24035	638	310	48.59
24036	920	290	31.52
24037	476	136	28.57
24038	572	215	37.59
24039	781	301	38.54
24040	827	208	25.15
24041	539	157	29.13
25001	662	312	47.13
25002	782	319	40.79
25003	841	251	29.85
25004	718	230	32.03
25005	805	353	43.85
25006	692	144	20.81
25007	835	344	41.20
25008	808	351	43.44
25009	839	343	40.88
25010	852	318	37.32
25011	853	352	41.27
25012	755	326	43.18
25013	860	380	44.19
25014	744	251	33.74
25015	739	323	43.71
25016	855	301	35.20
25017	775	378	48.77
25018	911	333	36.55
25019	936	389	41.56
25020	768	213	27.73
25021	941	316	33.58
25022	780	326	41.79
25023	795	361	45.41
25024	842	359	42.64
25025	694	310	44.67
25026	800	318	39.75
25027	835	220	26.35
25028	818	368	44.99
25029	760	273	35.92
25030	806	309	38.34
25031	875	312	35.66
25032	755	299	39.60
26001	615	197	32.03
26002	602	211	35.05
26003	584	212	36.30
26004	564	169	29.96
26005	526	193	36.69
26006	652	230	35.28
26007	455	161	35.38
26008	408	116	28.43
26009	601	198	32.95
26010	539	196	36.36
26011	554	206	37.18
26012	622	190	30.55
26013	433	142	32.79
26014	442	154	34.84
26015	483	125	25.88
26016	451	125	27.72
26017	450	205	45.56
26018	517	201	38.88
26019	458	131	28.60
26020	583	191	32.76
26021	785	220	28.03
26022	454	146	32.16
26023	478	142	29.71
26024	568	199	35.04
26025	519	192	36.99
26026	482	131	27.18
26027	634	240	37.85
26028	618	235	38.03
26029	401	146	36.41
26030	399	158	39.60
26031	358	118	32.96
26032	621	217	34.94
26033	569	201	35.33
26034	596	229	38.42
26035	566	221	39.05
26036	515	164	31.84
26037	606	207	34.16
26038	376	126	33.51
26039	601	213	35.44
26040	384	98	25.52
26041	624	218	34.94
26042	435	170	39.08
26043	470	145	30.85
26044	365	127	34.79
26045	418	99	23.68
26046	369	135	36.59
26047	517	173	33.46
26048	491	172	35.03
26049	423	124	29.31
27001	758	249	32.85
27002	785	296	37.71
27003	576	146	25.35
27004	461	145	31.45
27005	680	178	26.18
27006	589	195	33.11
27007	831	296	35.62
27008	724	186	25.69
27009	310	108	34.84
27010	787	267	33.93
27011	635	230	36.22
27012	443	177	39.95
27013	904	372	41.15
27014	508	119	23.43
27015	689	169	24.53
27016	622	181	29.10
27017	755	226	29.93
27018	687	193	28.09
27019	696	161	23.13
27020	636	176	27.67
27021	571	245	42.91
27022	626	153	24.44
27023	620	210	33.87
27024	765	199	26.01
27025	670	194	28.96
27026	606	215	35.48
27027	813	230	28.29
27028	277	126	45.49
27029	747	180	24.10
27030	461	125	27.11
27031	628	186	29.62
27032	644	192	29.81
27033	685	234	34.16
27034	708	233	32.91
27035	692	240	34.68
27036	540	178	32.96
27037	666	295	44.29
27038	930	419	45.05
27039	512	199	38.87
27040	857	297	34.66
27041	720	252	35.00
27042	421	177	42.04
27043	664	177	26.66
27044	741	186	25.10
27045	744	264	35.48
27046	444	187	42.12
27047	524	218	41.60
27048	935	272	29.09
27049	629	149	23.69
27050	689	206	29.90
28001	686	180	26.24
28002	688	179	26.02
28003	610	153	25.08
28004	544	183	33.64
28005	346	167	48.27
28006	258	153	59.30
28007	889	220	24.75
28008	500	131	26.20
28009	921	199	21.61
28010	701	235	33.52
28011	1204	362	30.07
28012	799	222	27.78
28013	668	199	29.79
28014	753	218	28.95
28015	249	81	32.53
28016	573	140	24.43
28017	698	171	24.50
28018	462	183	39.61
28019	566	212	37.46
28020	667	224	33.58
28021	592	185	31.25
28022	613	180	29.36
28023	976	246	25.20
28024	762	192	25.20
28025	860	273	31.74
28026	928	222	23.92
28027	555	243	43.78
28028	613	268	43.72
28029	632	93	14.72
28030	91	47	51.65
28031	996	319	32.03
28032	778	195	25.06
28033	904	243	26.88
28034	1311	286	21.82
28035	941	233	24.76
28036	493	142	28.80
28037	1070	297	27.76
28038	464	116	25.00
28039	590	167	28.31
28040	964	262	27.18
28041	647	165	25.50
28042	838	242	28.88
28043	985	256	25.99
28044	639	159	24.88
28045	727	177	24.35
28046	1078	404	37.48
29001	754	397	52.65
29002	1182	406	34.35
29003	985	301	30.56
29004	928	322	34.70
29005	781	254	32.52
29006	839	235	28.01
29007	644	306	47.52
29008	830	172	20.72
29009	728	377	51.79
29010	765	449	58.69
29011	508	176	34.65
29012	843	362	42.94
29013	882	304	34.47
29014	761	304	39.95
29015	823	362	43.99
29016	851	299	35.14
29017	712	272	38.20
29018	807	266	32.96
29019	813	315	38.75
29020	1035	390	37.68
29021	1098	291	26.50
29022	742	220	29.65
29023	736	333	45.24
29024	702	262	37.32
29025	837	346	41.34
29026	726	303	41.74
29027	684	256	37.43
29028	1027	359	34.96
29029	793	297	37.45
29030	738	396	53.66
29031	778	287	36.89
29032	754	270	35.81
29033	504	250	49.60
29034	445	200	44.94
29035	672	185	27.53
29036	670	275	41.04
29037	750	284	37.87
29038	752	260	34.57
29039	787	285	36.21
29040	834	333	39.93
29041	707	251	35.50
29042	912	284	31.14
29043	751	391	52.06
29044	1011	370	36.60
30001	761	284	37.32
30002	790	276	34.94
30003	482	211	43.78
30004	747	282	37.75
30005	683	201	29.43
30006	610	229	37.54
30007	764	297	38.87
30008	829	312	37.64
30009	691	224	32.42
30010	881	279	31.67
30011	705	219	31.06
30012	735	234	31.84
30013	699	252	36.05
30014	582	172	29.55
30015	541	289	53.42
30016	427	140	32.79
30017	749	272	36.32
30018	815	255	31.29
30019	800	252	31.50
30020	721	285	39.53
30021	583	240	41.17
30022	873	287	32.88
30023	800	238	29.75
30024	838	240	28.64
30025	927	271	29.23
30026	523	175	33.46
30027	476	158	33.19
30028	690	281	40.72
30029	530	148	27.92
30030	380	114	30.00
30031	470	191	40.64
30032	503	190	37.77
31001	607	208	34.27
31002	483	176	36.44
31003	529	240	45.37
31004	573	237	41.36
31005	500	224	44.80
31006	442	216	48.87
31007	585	223	38.12
31008	466	153	32.83
31009	609	248	40.72
31010	528	181	34.28
31011	468	186	39.74
31012	506	184	36.36
31013	621	231	37.20
31014	495	203	41.01
31015	486	182	37.45
31016	613	246	40.13
31017	547	223	40.77
31018	531	204	38.42
31019	454	189	41.63
31020	489	203	41.51
