Precinct	Votes	votes|Rahm Emanuel	pct|Rahm Emanuel	votes|Willie Wilson	pct|Willie Wilson	votes|Robert W. Fioretti	pct|Robert W. Fioretti	votes|Jesus ''Chuy'' Garcia	pct|Jesus ''Chuy'' Garcia	votes|William Walls, Iii	pct|William Walls, Iii
46027	257	151	58.75	13	5.06	15	5.84	75	29.18	3	1.17
46028	334	223	66.77	6	1.80	8	2.40	93	27.84	4	1.20
46029	243	142	58.44	7	2.88	11	4.53	80	32.92	3	1.23
46030	263	139	52.85	11	4.18	14	5.32	92	34.98	7	2.66
46031	214	113	52.80	5	2.34	13	6.07	81	37.85	2	0.93
46032	319	184	57.68	31	9.72	8	2.51	92	28.84	4	1.25
46033	306	198	64.71	7	2.29	14	4.58	87	28.43	0	0
46034	265	155	58.49	10	3.77	14	5.28	85	32.08	1	0.38
46035	301	184	61.13	15	4.98	14	4.65	83	27.57	5	1.66
46036	281	176	62.63	8	2.85	16	5.69	78	27.76	3	1.07
46037	209	138	66.03	22	10.53	6	2.87	42	20.10	1	0.48
46038	219	118	53.88	21	9.59	9	4.11	66	30.14	5	2.28
46039	234	147	62.82	6	2.56	17	7.26	64	27.35	0	0
46040	265	142	53.58	11	4.15	13	4.91	96	36.23	3	1.13
47001	120	59	49.17	4	3.33	8	6.67	49	40.83	0	0
47002	343	186	54.23	6	1.75	26	7.58	121	35.28	4	1.17
47003	376	263	69.95	9	2.39	13	3.46	91	24.20	0	0
47004	303	161	53.14	3	0.99	19	6.27	117	38.61	3	0.99
47005	266	146	54.89	9	3.38	14	5.26	95	35.71	2	0.75
47006	238	134	56.30	3	1.26	22	9.24	76	31.93	3	1.26
47007	219	109	49.77	9	4.11	15	6.85	83	37.90	3	1.37
47008	286	171	59.79	4	1.40	22	7.69	87	30.42	2	0.70
47009	191	93	48.69	5	2.62	14	7.33	78	40.84	1	0.52
47010	273	133	48.72	5	1.83	10	3.66	124	45.42	1	0.37
47011	183	97	53.01	3	1.64	16	8.74	62	33.88	5	2.73
47012	292	149	51.03	6	2.05	11	3.77	126	43.15	0	0
47013	265	118	44.53	3	1.13	16	6.04	124	46.79	4	1.51
47014	267	141	52.81	13	4.87	13	4.87	98	36.70	2	0.75
47015	281	96	34.16	7	2.49	18	6.41	159	56.58	1	0.36
47016	314	158	50.32	8	2.55	16	5.10	130	41.40	2	0.64
47017	238	128	53.78	5	2.10	18	7.56	86	36.13	1	0.42
47018	242	145	59.92	5	2.07	8	3.31	82	33.88	2	0.83
47019	264	121	45.83	7	2.65	12	4.55	123	46.59	1	0.38
47020	289	138	47.75	7	2.42	25	8.65	117	40.48	2	0.69
47021	258	121	46.90	5	1.94	14	5.43	114	44.19	4	1.55
47022	321	156	48.60	6	1.87	21	6.54	138	42.99	0	0
47023	248	97	39.11	8	3.23	17	6.85	126	50.81	0	0
47024	217	123	56.68	2	0.92	16	7.37	76	35.02	0	0
47025	238	114	47.90	10	4.20	4	1.68	109	45.80	1	0.42
47026	253	116	45.85	1	0.40	11	4.35	124	49.01	1	0.40
47027	226	127	56.19	2	0.88	14	6.19	81	35.84	2	0.88
47028	310	156	50.32	3	0.97	17	5.48	131	42.26	3	0.97
47029	267	140	52.43	6	2.25	15	5.62	104	38.95	2	0.75
47030	277	133	48.01	6	2.17	18	6.50	120	43.32	0	0
47031	250	110	44.00	1	0.40	14	5.60	125	50.00	0	0
47032	282	127	45.04	4	1.42	17	6.03	134	47.52	0	0
47033	222	144	64.86	3	1.35	9	4.05	63	28.38	3	1.35
47034	319	178	55.80	8	2.51	14	4.39	115	36.05	4	1.25
47035	249	138	55.42	7	2.81	19	7.63	83	33.33	2	0.80
47036	298	142	47.65	5	1.68	18	6.04	132	44.30	1	0.34
47037	291	157	53.95	6	2.06	13	4.47	115	39.52	0	0
47038	254	133	52.36	4	1.57	11	4.33	106	41.73	0	0
47039	283	165	58.30	2	0.71	19	6.71	95	33.57	2	0.71
47040	323	163	50.46	9	2.79	15	4.64	133	41.18	3	0.93
47041	294	131	44.56	6	2.04	15	5.10	136	46.26	6	2.04
47042	236	98	41.53	5	2.12	10	4.24	120	50.85	3	1.27
47043	219	124	56.62	7	3.20	18	8.22	68	31.05	2	0.91
47044	261	165	63.22	10	3.83	12	4.60	70	26.82	4	1.53
47045	272	128	47.06	7	2.57	23	8.46	112	41.18	2	0.74
47046	263	126	47.91	6	2.28	17	6.46	112	42.59	2	0.76
47047	255	131	51.37	5	1.96	14	5.49	103	40.39	2	0.78
47048	52	38	73.08	2	3.85	0	0	12	23.08	0	0
48001	220	82	37.27	3	1.36	13	5.91	117	53.18	5	2.27
48002	139	75	53.96	1	0.72	3	2.16	58	41.73	2	1.44
48003	254	120	47.24	13	5.12	21	8.27	97	38.19	3	1.18
48004	245	150	61.22	5	2.04	7	2.86	81	33.06	2	0.82
48005	213	122	57.28	3	1.41	9	4.23	75	35.21	4	1.88
48006	259	143	55.21	17	6.56	6	2.32	89	34.36	4	1.54
48007	219	93	42.47	4	1.83	11	5.02	110	50.23	1	0.46
48008	164	98	59.76	2	1.22	12	7.32	51	31.10	1	0.61
48009	206	128	62.14	9	4.37	15	7.28	50	24.27	4	1.94
48010	329	141	42.86	8	2.43	13	3.95	167	50.76	0	0
48011	247	124	50.20	6	2.43	15	6.07	102	41.30	0	0
48012	283	150	53.00	9	3.18	18	6.36	102	36.04	4	1.41
48013	367	229	62.40	20	5.45	16	4.36	96	26.16	6	1.63
48014	194	118	60.82	9	4.64	12	6.19	51	26.29	4	2.06
48015	166	95	57.23	8	4.82	6	3.61	51	30.72	6	3.61
48016	257	128	49.81	18	7.00	12	4.67	94	36.58	5	1.95
48017	279	161	57.71	11	3.94	8	2.87	95	34.05	4	1.43
48018	264	158	59.85	23	8.71	17	6.44	57	21.59	9	3.41
48019	183	92	50.27	4	2.19	9	4.92	77	42.08	1	0.55
48020	294	101	34.35	11	3.74	12	4.08	168	57.14	2	0.68
48021	317	162	51.10	37	11.67	15	4.73	99	31.23	4	1.26
48022	321	202	62.93	15	4.67	6	1.87	94	29.28	4	1.25
48023	368	203	55.16	18	4.89	25	6.79	116	31.52	6	1.63
48024	268	148	55.22	9	3.36	20	7.46	89	33.21	2	0.75
48025	263	116	44.11	4	1.52	9	3.42	133	50.57	1	0.38
48026	131	74	56.49	3	2.29	10	7.63	43	32.82	1	0.76
48027	197	97	49.24	5	2.54	12	6.09	79	40.10	4	2.03
48028	343	215	62.68	20	5.83	21	6.12	82	23.91	5	1.46
48029	227	181	79.74	2	0.88	10	4.41	32	14.10	2	0.88
48030	228	88	38.60	6	2.63	15	6.58	115	50.44	4	1.75
48031	297	146	49.16	23	7.74	12	4.04	110	37.04	6	2.02
48032	201	89	44.28	12	5.97	10	4.98	86	42.79	4	1.99
48033	220	152	69.09	3	1.36	9	4.09	54	24.55	2	0.91
48034	250	114	45.60	6	2.40	18	7.20	112	44.80	0	0
48035	212	132	62.26	21	9.91	10	4.72	47	22.17	2	0.94
48036	224	143	63.84	6	2.68	8	3.57	66	29.46	1	0.45
48037	227	77	33.92	4	1.76	6	2.64	137	60.35	3	1.32
48038	320	153	47.81	6	1.88	5	1.56	152	47.50	4	1.25
48039	247	156	63.16	10	4.05	8	3.24	70	28.34	3	1.21
48040	217	95	43.78	6	2.76	10	4.61	105	48.39	1	0.46
48041	242	111	45.87	13	5.37	19	7.85	95	39.26	4	1.65
48042	270	100	37.04	4	1.48	15	5.56	148	54.81	3	1.11
48043	277	147	53.07	15	5.42	17	6.14	91	32.85	7	2.53
48044	269	129	47.96	3	1.12	15	5.58	119	44.24	3	1.12
48045	170	61	35.88	6	3.53	7	4.12	93	54.71	3	1.76
48046	198	107	54.04	9	4.55	13	6.57	65	32.83	4	2.02
49001	159	78	49.06	19	11.95	4	2.52	51	32.08	7	4.40
49002	187	82	43.85	5	2.67	9	4.81	90	48.13	1	0.53
49003	316	127	40.19	18	5.70	11	3.48	154	48.73	6	1.90
49004	300	105	35.00	9	3.00	21	7.00	163	54.33	2	0.67
49005	292	135	46.23	31	10.62	20	6.85	98	33.56	8	2.74
49006	225	98	43.56	15	6.67	9	4.00	98	43.56	5	2.22
49007	250	122	48.80	7	2.80	17	6.80	102	40.80	2	0.80
49008	216	111	51.39	6	2.78	12	5.56	83	38.43	4	1.85
49009	270	123	45.56	12	4.44	17	6.30	114	42.22	4	1.48
49010	273	112	41.03	15	5.49	12	4.40	128	46.89	6	2.20
49011	313	124	39.62	14	4.47	19	6.07	149	47.60	7	2.24
49012	301	122	40.53	10	3.32	11	3.65	150	49.83	8	2.66
49013	315	129	40.95	13	4.13	16	5.08	155	49.21	2	0.63
49014	268	142	52.99	19	7.09	13	4.85	89	33.21	5	1.87
49015	190	84	44.21	11	5.79	10	5.26	80	42.11	5	2.63
49016	318	176	55.35	13	4.09	13	4.09	105	33.02	11	3.46
49017	248	145	58.47	11	4.44	12	4.84	78	31.45	2	0.81
49018	333	122	36.64	7	2.10	14	4.20	186	55.86	4	1.20
49019	222	110	49.55	9	4.05	6	2.70	91	40.99	6	2.70
49020	385	149	38.70	16	4.16	19	4.94	196	50.91	5	1.30
49021	172	94	54.65	7	4.07	10	5.81	56	32.56	5	2.91
49022	324	135	41.67	29	8.95	10	3.09	142	43.83	8	2.47
49023	293	111	37.88	9	3.07	17	5.80	149	50.85	7	2.39
49024	214	95	44.39	31	14.49	7	3.27	75	35.05	6	2.80
49025	334	128	38.32	10	2.99	21	6.29	171	51.20	4	1.20
49026	315	146	46.35	23	7.30	14	4.44	127	40.32	5	1.59
49027	266	118	44.36	22	8.27	5	1.88	111	41.73	10	3.76
49028	296	123	41.55	9	3.04	17	5.74	143	48.31	4	1.35
49029	313	123	39.30	11	3.51	16	5.11	153	48.88	10	3.19
49030	282	123	43.62	11	3.90	17	6.03	123	43.62	8	2.84
49031	225	116	51.56	22	9.78	10	4.44	72	32.00	5	2.22
49032	295	141	47.80	30	10.17	13	4.41	105	35.59	6	2.03
49033	226	92	40.71	18	7.96	9	3.98	106	46.90	1	0.44
50001	260	168	64.62	18	6.92	5	1.92	65	25.00	4	1.54
50002	149	86	57.72	6	4.03	18	12.08	39	26.17	0	0
50003	245	142	57.96	5	2.04	20	8.16	77	31.43	1	0.41
50004	257	137	53.31	6	2.33	11	4.28	97	37.74	6	2.33
50005	212	134	63.21	9	4.25	21	9.91	45	21.23	3	1.42
50006	265	150	56.60	12	4.53	26	9.81	72	27.17	5	1.89
50007	328	140	42.68	11	3.35	23	7.01	146	44.51	8	2.44
50008	192	89	46.35	12	6.25	5	2.60	82	42.71	4	2.08
50009	200	96	48.00	10	5.00	16	8.00	75	37.50	3	1.50
50010	202	123	60.89	7	3.47	19	9.41	52	25.74	1	0.50
50011	157	110	70.06	8	5.10	11	7.01	25	15.92	3	1.91
50012	131	98	74.81	7	5.34	8	6.11	16	12.21	2	1.53
50013	190	81	42.63	15	7.89	12	6.32	73	38.42	9	4.74
50014	90	66	73.33	5	5.56	2	2.22	17	18.89	0	0
50015	295	136	46.10	5	1.69	25	8.47	124	42.03	5	1.69
50016	100	75	75.00	0	0	6	6.00	19	19.00	0	0
50017	175	90	51.43	14	8.00	16	9.14	53	30.29	2	1.14
50018	74	66	89.19	0	0	3	4.05	4	5.41	1	1.35
50019	156	66	42.31	12	7.69	17	10.90	58	37.18	3	1.92
50020	255	102	40.00	10	3.92	15	5.88	128	50.20	0	0
50021	168	75	44.64	3	1.79	13	7.74	76	45.24	1	0.60
50022	178	113	63.48	9	5.06	16	8.99	36	20.22	4	2.25
50023	152	96	63.16	5	3.29	10	6.58	38	25.00	3	1.97
50024	210	140	66.67	4	1.90	19	9.05	46	21.90	1	0.48
50025	231	135	58.44	8	3.46	14	6.06	69	29.87	5	2.16
50026	210	114	54.29	9	4.29	11	5.24	74	35.24	2	0.95
50027	88	62	70.45	4	4.55	3	3.41	19	21.59	0	0
50028	234	132	56.41	17	7.26	12	5.13	69	29.49	4	1.71
50029	165	67	40.61	14	8.48	7	4.24	72	43.64	5	3.03
50030	169	86	50.89	6	3.55	10	5.92	66	39.05	1	0.59
50031	211	99	46.92	14	6.64	5	2.37	87	41.23	6	2.84
50032	209	103	49.28	16	7.66	15	7.18	74	35.41	1	0.48
50033	196	131	66.84	4	2.04	20	10.20	41	20.92	0	0
50034	297	149	50.17	12	4.04	15	5.05	118	39.73	3	1.01
50035	261	120	45.98	9	3.45	14	5.36	115	44.06	3	1.15
50036	239	116	48.54	4	1.67	20	8.37	98	41.00	1	0.42
50037	228	116	50.88	10	4.39	16	7.02	85	37.28	1	0.44
50038	153	111	72.55	6	3.92	11	7.19	22	14.38	3	1.96
50039	148	97	65.54	2	1.35	12	8.11	37	25.00	0	0
50040	260	173	66.54	13	5.00	26	10.00	48	18.46	0	0
