Precinct	Votes	votes|Rahm Emanuel	pct|Rahm Emanuel	votes|Willie Wilson	pct|Willie Wilson	votes|Robert W. Fioretti	pct|Robert W. Fioretti	votes|Jesus ''Chuy'' Garcia	pct|Jesus ''Chuy'' Garcia	votes|William Walls, Iii	pct|William Walls, Iii
09038	234	103	44.02	52	22.22	8	3.42	53	22.65	18	7.69
09039	257	109	42.41	59	22.96	12	4.67	58	22.57	19	7.39
09040	290	140	48.28	62	21.38	13	4.48	58	20.00	17	5.86
09041	216	104	48.15	47	21.76	12	5.56	42	19.44	11	5.09
09042	304	118	38.82	51	16.78	8	2.63	108	35.53	19	6.25
09043	202	86	42.57	51	25.25	12	5.94	39	19.31	14	6.93
09044	237	79	33.33	74	31.22	6	2.53	60	25.32	18	7.59
09045	184	87	47.28	49	26.63	6	3.26	33	17.93	9	4.89
09046	250	114	45.60	57	22.80	10	4.00	52	20.80	17	6.80
09047	318	142	44.65	69	21.70	16	5.03	76	23.90	15	4.72
09048	277	110	39.71	68	24.55	12	4.33	65	23.47	22	7.94
09049	234	96	41.03	54	23.08	12	5.13	52	22.22	20	8.55
09050	361	134	37.12	61	16.90	22	6.09	113	31.30	31	8.59
09051	267	106	39.70	65	24.34	9	3.37	64	23.97	23	8.61
10001	240	108	45.00	42	17.50	3	1.25	80	33.33	7	2.92
10002	320	139	43.44	9	2.81	57	17.81	113	35.31	2	0.63
10003	304	144	47.37	9	2.96	38	12.50	110	36.18	3	0.99
10004	191	70	36.65	17	8.90	9	4.71	90	47.12	5	2.62
10005	253	118	46.64	10	3.95	34	13.44	89	35.18	2	0.79
10006	239	96	40.17	4	1.67	29	12.13	109	45.61	1	0.42
10007	197	76	38.58	7	3.55	8	4.06	103	52.28	3	1.52
10008	129	52	40.31	25	19.38	1	0.78	47	36.43	4	3.10
10009	336	140	41.67	10	2.98	54	16.07	131	38.99	1	0.30
10010	337	117	34.72	3	0.89	34	10.09	182	54.01	1	0.30
10011	340	102	30.00	4	1.18	24	7.06	208	61.18	2	0.59
10012	195	81	41.54	3	1.54	20	10.26	90	46.15	1	0.51
10013	296	114	38.51	14	4.73	11	3.72	153	51.69	4	1.35
10014	423	139	32.86	4	0.95	26	6.15	254	60.05	0	0
10015	477	184	38.57	126	26.42	24	5.03	112	23.48	31	6.50
10016	205	91	44.39	3	1.46	29	14.15	80	39.02	2	0.98
10017	429	195	45.45	12	2.80	61	14.22	158	36.83	3	0.70
10018	143	48	33.57	16	11.19	1	0.70	76	53.15	2	1.40
10019	338	117	34.62	8	2.37	41	12.13	165	48.82	7	2.07
10020	338	165	48.82	11	3.25	23	6.80	134	39.64	5	1.48
10021	317	103	32.49	8	2.52	24	7.57	179	56.47	3	0.95
10022	154	43	27.92	3	1.95	6	3.90	102	66.23	0	0
10023	276	91	32.97	4	1.45	16	5.80	165	59.78	0	0
10024	349	153	43.84	13	3.72	54	15.47	125	35.82	4	1.15
10025	79	24	30.38	8	10.13	4	5.06	40	50.63	3	3.80
10026	176	60	34.09	10	5.68	8	4.55	98	55.68	0	0
10027	232	66	28.45	42	18.10	7	3.02	112	48.28	5	2.16
10028	359	113	31.48	7	1.95	26	7.24	213	59.33	0	0
10029	245	87	35.51	9	3.67	19	7.76	127	51.84	3	1.22
10030	246	76	30.89	4	1.63	11	4.47	153	62.20	2	0.81
10031	214	64	29.91	4	1.87	11	5.14	133	62.15	2	0.93
10032	282	115	40.78	3	1.06	20	7.09	143	50.71	1	0.35
10033	206	62	30.10	5	2.43	21	10.19	115	55.83	3	1.46
10034	158	67	42.41	8	5.06	4	2.53	77	48.73	2	1.27
10035	400	135	33.75	4	1.00	56	14.00	204	51.00	1	0.25
10036	78	31	39.74	13	16.67	2	2.56	31	39.74	1	1.28
11001	320	158	49.38	7	2.19	49	15.31	101	31.56	5	1.56
11002	32	13	40.63	8	25.00	3	9.38	4	12.50	4	12.50
11003	197	47	23.86	4	2.03	10	5.08	135	68.53	1	0.51
11004	282	109	38.65	7	2.48	40	14.18	124	43.97	2	0.71
11005	274	92	33.58	16	5.84	35	12.77	129	47.08	2	0.73
11006	249	125	50.20	4	1.61	30	12.05	89	35.74	1	0.40
11007	183	76	41.53	19	10.38	19	10.38	66	36.07	3	1.64
11008	249	107	42.97	8	3.21	35	14.06	95	38.15	4	1.61
11009	251	101	40.24	4	1.59	50	19.92	94	37.45	2	0.80
11010	276	135	48.91	4	1.45	48	17.39	88	31.88	1	0.36
11011	298	129	43.29	9	3.02	48	16.11	107	35.91	5	1.68
11012	567	262	46.21	6	1.06	114	20.11	181	31.92	4	0.71
11013	478	239	50.00	9	1.88	81	16.95	147	30.75	2	0.42
11014	176	92	52.27	9	5.11	33	18.75	39	22.16	3	1.70
11015	126	80	63.49	4	3.17	14	11.11	26	20.63	2	1.59
11016	221	103	46.61	7	3.17	39	17.65	69	31.22	3	1.36
11017	288	119	41.32	6	2.08	47	16.32	110	38.19	6	2.08
11018	265	157	59.25	2	0.75	40	15.09	64	24.15	2	0.75
11019	337	147	43.62	12	3.56	39	11.57	139	41.25	0	0
11020	232	129	55.60	2	0.86	39	16.81	62	26.72	0	0
11021	467	244	52.25	15	3.21	64	13.70	142	30.41	2	0.43
11022	387	185	47.80	7	1.81	67	17.31	121	31.27	7	1.81
11023	200	127	63.50	3	1.50	25	12.50	45	22.50	0	0
11024	458	261	56.99	7	1.53	87	19.00	102	22.27	1	0.22
11025	294	142	48.30	2	0.68	35	11.90	112	38.10	3	1.02
11026	403	208	51.61	14	3.47	51	12.66	129	32.01	1	0.25
11027	101	44	43.56	3	2.97	12	11.88	40	39.60	2	1.98
11028	177	100	56.50	4	2.26	22	12.43	49	27.68	2	1.13
11029	388	194	50.00	13	3.35	61	15.72	117	30.15	3	0.77
11030	142	91	64.08	1	0.70	13	9.15	37	26.06	0	0
11031	331	175	52.87	6	1.81	49	14.80	99	29.91	2	0.60
11032	189	105	55.56	1	0.53	52	27.51	31	16.40	0	0
11033	210	114	54.29	8	3.81	22	10.48	66	31.43	0	0
11034	124	71	57.26	6	4.84	16	12.90	30	24.19	1	0.81
11035	130	79	60.77	8	6.15	18	13.85	23	17.69	2	1.54
11036	136	59	43.38	4	2.94	24	17.65	46	33.82	3	2.21
11037	98	65	66.33	2	2.04	7	7.14	20	20.41	4	4.08
11038	93	27	29.03	2	2.15	2	2.15	62	66.67	0	0
12001	283	84	29.68	3	1.06	19	6.71	175	61.84	2	0.71
12002	184	56	30.43	2	1.09	8	4.35	116	63.04	2	1.09
12003	302	67	22.19	5	1.66	20	6.62	207	68.54	3	0.99
12004	242	73	30.17	2	0.83	10	4.13	156	64.46	1	0.41
12005	228	79	34.65	9	3.95	23	10.09	114	50.00	3	1.32
12006	226	61	26.99	9	3.98	11	4.87	142	62.83	3	1.33
12007	193	34	17.62	3	1.55	2	1.04	154	79.79	0	0
12008	250	89	35.60	9	3.60	12	4.80	137	54.80	3	1.20
12009	198	58	29.29	4	2.02	13	6.57	122	61.62	1	0.51
12010	199	39	19.60	3	1.51	4	2.01	148	74.37	5	2.51
12011	217	51	23.50	2	0.92	9	4.15	154	70.97	1	0.46
12012	191	58	30.37	3	1.57	11	5.76	118	61.78	1	0.52
12013	219	49	22.37	2	0.91	13	5.94	152	69.41	3	1.37
12014	177	29	16.38	4	2.26	1	0.56	142	80.23	1	0.56
12015	213	56	26.29	15	7.04	6	2.82	132	61.97	4	1.88
12016	176	33	18.75	1	0.57	0	0	140	79.55	2	1.14
12017	231	52	22.51	4	1.73	10	4.33	164	71.00	1	0.43
12018	184	41	22.28	1	0.54	10	5.43	132	71.74	0	0
12019	217	59	27.19	2	0.92	9	4.15	146	67.28	1	0.46
12020	232	57	24.57	4	1.72	9	3.88	161	69.40	1	0.43
12021	232	58	25.00	3	1.29	16	6.90	153	65.95	2	0.86
12022	165	32	19.39	3	1.82	4	2.42	126	76.36	0	0
12023	238	69	28.99	3	1.26	21	8.82	144	60.50	1	0.42
13001	235	137	58.30	2	0.85	24	10.21	71	30.21	1	0.43
13002	260	150	57.69	5	1.92	31	11.92	72	27.69	2	0.77
13003	133	54	40.60	2	1.50	6	4.51	70	52.63	1	0.75
13004	292	152	52.05	7	2.40	43	14.73	88	30.14	2	0.68
13005	272	134	49.26	1	0.37	14	5.15	120	44.12	3	1.10
13006	275	154	56.00	3	1.09	39	14.18	79	28.73	0	0
13007	188	113	60.11	1	0.53	6	3.19	68	36.17	0	0
13008	202	99	49.01	1	0.50	28	13.86	74	36.63	0	0
13009	196	101	51.53	2	1.02	13	6.63	79	40.31	1	0.51
13010	260	131	50.38	4	1.54	36	13.85	88	33.85	1	0.38
13011	297	161	54.21	5	1.68	28	9.43	103	34.68	0	0
13012	189	81	42.86	7	3.70	8	4.23	92	48.68	1	0.53
13013	230	109	47.39	2	0.87	17	7.39	102	44.35	0	0
13014	208	96	46.15	3	1.44	18	8.65	87	41.83	4	1.92
13015	343	163	47.52	1	0.29	23	6.71	153	44.61	3	0.87
13016	157	80	50.96	1	0.64	8	5.10	66	42.04	2	1.27
13017	225	107	47.56	7	3.11	32	14.22	79	35.11	0	0
13018	204	104	50.98	5	2.45	23	11.27	71	34.80	1	0.49
13019	226	103	45.58	9	3.98	3	1.33	111	49.12	0	0
13020	165	82	49.70	4	2.42	29	17.58	49	29.70	1	0.61
13021	318	168	52.83	7	2.20	65	20.44	74	23.27	4	1.26
13022	264	146	55.30	5	1.89	41	15.53	70	26.52	2	0.76
13023	165	79	47.88	3	1.82	12	7.27	69	41.82	2	1.21
13024	210	112	53.33	11	5.24	15	7.14	69	32.86	3	1.43
13025	239	130	54.39	0	0	21	8.79	86	35.98	2	0.84
13026	263	170	64.64	5	1.90	18	6.84	69	26.24	1	0.38
13027	214	116	54.21	7	3.27	22	10.28	66	30.84	3	1.40
13028	181	71	39.23	3	1.66	16	8.84	89	49.17	2	1.10
13029	184	78	42.39	2	1.09	12	6.52	92	50.00	0	0
13030	156	79	50.64	0	0	8	5.13	69	44.23	0	0
13031	271	130	47.97	5	1.85	46	16.97	88	32.47	2	0.74
13032	249	140	56.22	4	1.61	30	12.05	75	30.12	0	0
13033	235	117	49.79	7	2.98	30	12.77	80	34.04	1	0.43
13034	276	142	51.45	4	1.45	18	6.52	112	40.58	0	0
13035	211	93	44.08	1	0.47	14	6.64	102	48.34	1	0.47
13036	131	66	50.38	1	0.76	3	2.29	61	46.56	0	0
13037	282	155	54.96	18	6.38	10	3.55	93	32.98	6	2.13
13038	242	112	46.28	6	2.48	33	13.64	91	37.60	0	0
13039	229	90	39.30	3	1.31	10	4.37	126	55.02	0	0
13040	190	104	54.74	8	4.21	9	4.74	69	36.32	0	0
13041	231	123	53.25	1	0.43	12	5.19	92	39.83	3	1.30
13042	284	137	48.24	7	2.46	56	19.72	84	29.58	0	0
13043	275	155	56.36	2	0.73	14	5.09	102	37.09	2	0.73
13044	363	279	76.86	9	2.48	11	3.03	64	17.63	0	0
13045	279	181	64.87	9	3.23	22	7.89	63	22.58	4	1.43
13046	244	105	43.03	2	0.82	10	4.10	126	51.64	1	0.41
13047	224	107	47.77	3	1.34	11	4.91	100	44.64	3	1.34
13048	220	126	57.27	5	2.27	23	10.45	64	29.09	2	0.91
14001	348	151	43.39	5	1.44	67	19.25	122	35.06	3	0.86
14002	314	131	41.72	3	0.96	12	3.82	166	52.87	2	0.64
14003	199	65	32.66	0	0	6	3.02	127	63.82	1	0.50
14004	241	115	47.72	4	1.66	34	14.11	85	35.27	3	1.24
14005	276	85	30.80	5	1.81	3	1.09	182	65.94	1	0.36
14006	111	37	33.33	1	0.90	5	4.50	67	60.36	1	0.90
14007	219	64	29.22	4	1.83	14	6.39	137	62.56	0	0
14008	209	69	33.01	6	2.87	11	5.26	122	58.37	1	0.48
14009	295	132	44.75	7	2.37	40	13.56	112	37.97	4	1.36
14010	154	51	33.12	1	0.65	9	5.84	90	58.44	3	1.95
14011	133	65	48.87	1	0.75	2	1.50	64	48.12	1	0.75
14012	216	100	46.30	6	2.78	19	8.80	90	41.67	1	0.46
14013	188	88	46.81	0	0	12	6.38	87	46.28	1	0.53
14014	188	74	39.36	3	1.60	11	5.85	99	52.66	1	0.53
14015	196	76	38.78	2	1.02	8	4.08	110	56.12	0	0
14016	174	70	40.23	5	2.87	3	1.72	96	55.17	0	0
14017	222	99	44.59	0	0	4	1.80	119	53.60	0	0
14018	86	33	38.37	2	2.33	7	8.14	43	50.00	1	1.16
14019	183	69	37.70	5	2.73	6	3.28	102	55.74	1	0.55
14020	137	40	29.20	3	2.19	12	8.76	82	59.85	0	0
14021	210	49	23.33	5	2.38	6	2.86	149	70.95	1	0.48
14022	229	82	35.81	6	2.62	36	15.72	100	43.67	5	2.18
14023	213	97	45.54	6	2.82	24	11.27	84	39.44	2	0.94
14024	336	137	40.77	11	3.27	52	15.48	136	40.48	0	0
14025	136	31	22.79	1	0.74	5	3.68	99	72.79	0	0
14026	122	25	20.49	2	1.64	7	5.74	88	72.13	0	0
14027	193	85	44.04	4	2.07	8	4.15	93	48.19	3	1.55
14028	141	47	33.33	3	2.13	10	7.09	80	56.74	1	0.71
14029	174	71	40.80	2	1.15	9	5.17	92	52.87	0	0
14030	79	30	37.97	2	2.53	3	3.80	44	55.70	0	0
14031	114	25	21.93	2	1.75	3	2.63	84	73.68	0	0
15001	229	48	20.96	1	0.44	3	1.31	177	77.29	0	0
15002	140	49	35.00	51	36.43	6	4.29	24	17.14	10	7.14
15003	161	62	38.51	55	34.16	7	4.35	31	19.25	6	3.73
15004	220	56	25.45	1	0.45	9	4.09	153	69.55	1	0.45
15005	187	39	20.86	7	3.74	1	0.53	140	74.87	0	0
15006	223	61	27.35	3	1.35	11	4.93	146	65.47	2	0.90
15007	188	72	38.30	64	34.04	8	4.26	32	17.02	12	6.38
15008	218	63	28.90	1	0.46	4	1.83	149	68.35	1	0.46
15009	272	57	20.96	3	1.10	9	3.31	199	73.16	4	1.47
15010	244	55	22.54	8	3.28	24	9.84	157	64.34	0	0
15011	232	54	23.28	4	1.72	12	5.17	162	69.83	0	0
15012	258	76	29.46	1	0.39	10	3.88	170	65.89	1	0.39
15013	181	41	22.65	3	1.66	1	0.55	136	75.14	0	0
15014	147	38	25.85	1	0.68	3	2.04	105	71.43	0	0
15015	161	41	25.47	5	3.11	7	4.35	108	67.08	0	0
15016	215	66	30.70	12	5.58	2	0.93	134	62.33	1	0.47
15017	194	71	36.60	52	26.80	4	2.06	58	29.90	9	4.64
15018	163	71	43.56	49	30.06	7	4.29	28	17.18	8	4.91
15019	217	64	29.49	23	10.60	5	2.30	116	53.46	9	4.15
15020	166	63	37.95	57	34.34	3	1.81	35	21.08	8	4.82
15021	160	74	46.25	40	25.00	2	1.25	34	21.25	10	6.25
15022	177	54	30.51	73	41.24	9	5.08	27	15.25	14	7.91
15023	177	88	49.72	34	19.21	4	2.26	40	22.60	11	6.21
15024	143	40	27.97	51	35.66	5	3.50	33	23.08	14	9.79
16001	184	40	21.74	2	1.09	5	2.72	136	73.91	1	0.54
16002	199	85	42.71	50	25.13	16	8.04	45	22.61	3	1.51
16003	168	75	44.64	55	32.74	4	2.38	28	16.67	6	3.57
16004	172	69	40.12	48	27.91	11	6.40	37	21.51	7	4.07
16005	147	61	41.50	45	30.61	7	4.76	23	15.65	11	7.48
16006	188	62	32.98	60	31.91	9	4.79	48	25.53	9	4.79
16007	166	53	31.93	44	26.51	7	4.22	53	31.93	9	5.42
16008	117	53	45.30	26	22.22	8	6.84	19	16.24	11	9.40
16009	210	101	48.10	54	25.71	6	2.86	36	17.14	13	6.19
16010	185	84	45.41	59	31.89	6	3.24	27	14.59	9	4.86
16011	160	57	35.63	31	19.38	5	3.13	63	39.38	4	2.50
16012	129	43	33.33	39	30.23	9	6.98	26	20.16	12	9.30
16013	145	50	34.48	15	10.34	7	4.83	71	48.97	2	1.38
16014	153	62	40.52	48	31.37	5	3.27	29	18.95	9	5.88
16015	195	105	53.85	50	25.64	3	1.54	27	13.85	10	5.13
16016	191	78	40.84	69	36.13	7	3.66	28	14.66	9	4.71
16017	146	49	33.56	33	22.60	0	0	54	36.99	10	6.85
16018	195	84	43.08	37	18.97	7	3.59	59	30.26	8	4.10
16019	167	72	43.11	41	24.55	2	1.20	43	25.75	9	5.39
16020	155	65	41.94	49	31.61	7	4.52	26	16.77	8	5.16
16021	146	57	39.04	52	35.62	5	3.42	26	17.81	6	4.11
16022	145	55	37.93	41	28.28	6	4.14	41	28.28	2	1.38
16023	147	40	27.21	15	10.20	7	4.76	83	56.46	2	1.36
16024	131	61	46.56	28	21.37	4	3.05	24	18.32	14	10.69
16025	222	106	47.75	64	28.83	4	1.80	34	15.32	14	6.31
16026	178	71	39.89	57	32.02	6	3.37	37	20.79	7	3.93
16027	160	62	38.75	53	33.13	5	3.13	28	17.50	12	7.50
16028	211	84	39.81	63	29.86	3	1.42	45	21.33	16	7.58
16029	173	85	49.13	40	23.12	2	1.16	37	21.39	9	5.20
16030	175	71	40.57	60	34.29	5	2.86	30	17.14	9	5.14
16031	226	83	36.73	94	41.59	3	1.33	39	17.26	7	3.10
16032	153	33	21.57	21	13.73	4	2.61	93	60.78	2	1.31
16033	221	102	46.15	65	29.41	4	1.81	42	19.00	8	3.62
16034	188	80	42.55	64	34.04	12	6.38	24	12.77	8	4.26
16035	143	44	30.77	23	16.08	2	1.40	65	45.45	9	6.29
16036	155	69	44.52	46	29.68	8	5.16	26	16.77	6	3.87
17001	215	60	27.91	34	15.81	10	4.65	102	47.44	9	4.19
17002	200	88	44.00	45	22.50	4	2.00	43	21.50	20	10.00
17003	216	86	39.81	62	28.70	4	1.85	47	21.76	17	7.87
17004	272	130	47.79	67	24.63	5	1.84	57	20.96	13	4.78
17005	209	86	41.15	55	26.32	12	5.74	51	24.40	5	2.39
17006	171	59	34.50	44	25.73	8	4.68	50	29.24	10	5.85
17007	136	55	40.44	23	16.91	2	1.47	48	35.29	8	5.88
17008	202	69	34.16	63	31.19	6	2.97	50	24.75	14	6.93
17009	229	83	36.24	72	31.44	19	8.30	44	19.21	11	4.80
17010	248	102	41.13	50	20.16	13	5.24	64	25.81	19	7.66
17011	192	76	39.58	55	28.65	6	3.13	41	21.35	14	7.29
17012	203	76	37.44	37	18.23	4	1.97	82	40.39	4	1.97
17013	191	85	44.50	59	30.89	7	3.66	27	14.14	13	6.81
17014	207	84	40.58	31	14.98	3	1.45	87	42.03	2	0.97
17015	229	97	42.36	68	29.69	7	3.06	44	19.21	13	5.68
17016	156	52	33.33	30	19.23	9	5.77	58	37.18	7	4.49
17017	188	66	35.11	47	25.00	10	5.32	54	28.72	11	5.85
17018	269	103	38.29	77	28.62	10	3.72	56	20.82	23	8.55
17019	136	49	36.03	45	33.09	7	5.15	27	19.85	8	5.88
17020	301	124	41.20	75	24.92	19	6.31	67	22.26	16	5.32
17021	335	155	46.27	74	22.09	13	3.88	69	20.60	24	7.16
17022	214	90	42.06	54	25.23	13	6.07	45	21.03	12	5.61
17023	155	63	40.65	48	30.97	3	1.94	34	21.94	7	4.52
17024	293	132	45.05	91	31.06	7	2.39	51	17.41	12	4.10
17025	152	62	40.79	44	28.95	1	0.66	36	23.68	9	5.92
17026	284	118	41.55	81	28.52	9	3.17	54	19.01	22	7.75
17027	212	96	45.28	58	27.36	6	2.83	41	19.34	11	5.19
17028	199	88	44.22	45	22.61	1	0.50	47	23.62	18	9.05
17029	240	120	50.00	70	29.17	7	2.92	27	11.25	16	6.67
17030	174	54	31.03	25	14.37	13	7.47	75	43.10	7	4.02
17031	145	59	40.69	42	28.97	5	3.45	36	24.83	3	2.07
17032	175	75	42.86	60	34.29	6	3.43	24	13.71	10	5.71
17033	154	51	33.12	58	37.66	4	2.60	34	22.08	7	4.55
17034	177	73	41.24	51	28.81	5	2.82	38	21.47	10	5.65
17035	210	83	39.52	59	28.10	8	3.81	46	21.90	14	6.67
17036	258	96	37.21	68	26.36	17	6.59	65	25.19	12	4.65
17037	186	74	39.78	54	29.03	5	2.69	42	22.58	11	5.91
17038	259	87	33.59	85	32.82	9	3.47	62	23.94	16	6.18
17039	234	97	41.45	66	28.21	4	1.71	58	24.79	9	3.85
17040	228	80	35.09	71	31.14	10	4.39	51	22.37	16	7.02
17041	275	116	42.18	70	25.45	12	4.36	58	21.09	19	6.91
18001	180	71	39.44	29	16.11	6	3.33	57	31.67	17	9.44
18002	201	75	37.31	16	7.96	13	6.47	93	46.27	4	1.99
18003	238	87	36.55	20	8.40	25	10.50	99	41.60	7	2.94
18004	276	90	32.61	67	24.28	13	4.71	83	30.07	23	8.33
18005	184	88	47.83	61	33.15	2	1.09	27	14.67	6	3.26
18006	217	91	41.94	12	5.53	28	12.90	81	37.33	5	2.30
18007	265	104	39.25	62	23.40	17	6.42	65	24.53	17	6.42
18008	280	113	40.36	61	21.79	16	5.71	68	24.29	22	7.86
18009	280	120	42.86	46	16.43	13	4.64	71	25.36	30	10.71
18010	355	136	38.31	60	16.90	26	7.32	114	32.11	19	5.35
18011	196	75	38.27	20	10.20	22	11.22	71	36.22	8	4.08
18012	246	105	42.68	64	26.02	12	4.88	50	20.33	15	6.10
18013	290	109	37.59	63	21.72	17	5.86	78	26.90	23	7.93
18014	254	110	43.31	45	17.72	20	7.87	69	27.17	10	3.94
18015	260	98	37.69	23	8.85	17	6.54	115	44.23	7	2.69
18016	261	90	34.48	46	17.62	12	4.60	90	34.48	23	8.81
18017	241	75	31.12	45	18.67	22	9.13	85	35.27	14	5.81
18018	274	119	43.43	65	23.72	20	7.30	55	20.07	15	5.47
18019	277	132	47.65	53	19.13	12	4.33	65	23.47	15	5.42
18020	235	111	47.23	51	21.70	4	1.70	56	23.83	13	5.53
18021	338	120	35.50	45	13.31	27	7.99	114	33.73	32	9.47
18022	344	136	39.53	76	22.09	13	3.78	89	25.87	30	8.72
18023	192	66	34.38	35	18.23	13	6.77	64	33.33	14	7.29
18024	205	91	44.39	7	3.41	11	5.37	92	44.88	4	1.95
18025	218	77	35.32	9	4.13	32	14.68	99	45.41	1	0.46
18026	343	121	35.28	74	21.57	21	6.12	103	30.03	24	7.00
18027	190	76	40.00	47	24.74	14	7.37	46	24.21	7	3.68
18028	242	93	38.43	15	6.20	30	12.40	99	40.91	5	2.07
18029	224	93	41.52	38	16.96	8	3.57	82	36.61	3	1.34
18030	227	105	46.26	4	1.76	20	8.81	94	41.41	4	1.76
18031	253	71	28.06	45	17.79	13	5.14	106	41.90	18	7.11
18032	272	127	46.69	55	20.22	11	4.04	57	20.96	22	8.09
18033	210	72	34.29	69	32.86	5	2.38	49	23.33	15	7.14
18034	379	155	40.90	76	20.05	27	7.12	109	28.76	12	3.17
18035	331	153	46.22	51	15.41	10	3.02	94	28.40	23	6.95
18036	231	101	43.72	24	10.39	23	9.96	74	32.03	9	3.90
18037	292	103	35.27	43	14.73	20	6.85	102	34.93	24	8.22
18038	262	112	42.75	50	19.08	10	3.82	68	25.95	22	8.40
18039	164	58	35.37	31	18.90	4	2.44	55	33.54	16	9.76
18040	292	109	37.33	23	7.88	20	6.85	131	44.86	9	3.08
18041	298	122	40.94	54	18.12	19	6.38	81	27.18	22	7.38
18042	198	75	37.88	38	19.19	11	5.56	63	31.82	11	5.56
18043	183	58	31.69	7	3.83	18	9.84	99	54.10	1	0.55
18044	235	87	37.02	11	4.68	29	12.34	106	45.11	2	0.85
18045	215	57	26.51	22	10.23	15	6.98	114	53.02	7	3.26
18046	254	83	32.68	9	3.54	30	11.81	128	50.39	4	1.57
18047	159	58	36.48	44	27.67	7	4.40	42	26.42	8	5.03
18048	190	77	40.53	53	27.89	9	4.74	41	21.58	10	5.26
18049	161	59	36.65	38	23.60	5	3.11	50	31.06	9	5.59
18050	182	80	43.96	41	22.53	8	4.40	45	24.73	8	4.40
19001	316	162	51.27	6	1.90	48	15.19	98	31.01	2	0.63
19002	433	201	46.42	44	10.16	34	7.85	142	32.79	12	2.77
19003	240	93	38.75	11	4.58	41	17.08	92	38.33	3	1.25
19004	373	137	36.73	11	2.95	95	25.47	127	34.05	3	0.80
19005	375	174	46.40	28	7.47	24	6.40	140	37.33	9	2.40
19006	335	97	28.96	8	2.39	75	22.39	154	45.97	1	0.30
19007	316	148	46.84	11	3.48	37	11.71	117	37.03	3	0.95
19008	337	120	35.61	10	2.97	61	18.10	145	43.03	1	0.30
19009	255	128	50.20	4	1.57	42	16.47	79	30.98	2	0.78
19010	379	179	47.23	25	6.60	27	7.12	136	35.88	12	3.17
19011	318	120	37.74	15	4.72	58	18.24	121	38.05	4	1.26
19012	273	88	32.23	6	2.20	84	30.77	95	34.80	0	0
19013	353	131	37.11	60	17.00	28	7.93	102	28.90	32	9.07
19014	342	167	48.83	22	6.43	34	9.94	109	31.87	10	2.92
19015	423	145	34.28	8	1.89	99	23.40	164	38.77	7	1.65
19016	323	146	45.20	5	1.55	69	21.36	103	31.89	0	0
19017	291	116	39.86	7	2.41	45	15.46	122	41.92	1	0.34
19018	306	121	39.54	13	4.25	34	11.11	135	44.12	3	0.98
19019	396	168	42.42	29	7.32	43	10.86	149	37.63	7	1.77
19020	256	105	41.02	18	7.03	27	10.55	97	37.89	9	3.52
19021	350	147	42.00	25	7.14	68	19.43	107	30.57	3	0.86
19022	347	143	41.21	27	7.78	43	12.39	132	38.04	2	0.58
19023	326	166	50.92	11	3.37	40	12.27	106	32.52	3	0.92
19024	254	112	44.09	7	2.76	36	14.17	99	38.98	0	0
19025	307	135	43.97	28	9.12	36	11.73	98	31.92	10	3.26
19026	328	175	53.35	23	7.01	37	11.28	90	27.44	3	0.91
19027	310	124	40.00	32	10.32	19	6.13	123	39.68	12	3.87
19028	346	139	40.17	65	18.79	24	6.94	102	29.48	16	4.62
19029	290	93	32.07	8	2.76	58	20.00	125	43.10	6	2.07
19030	257	103	40.08	4	1.56	54	21.01	96	37.35	0	0
19031	294	124	42.18	9	3.06	45	15.31	111	37.76	5	1.70
19032	293	125	42.66	7	2.39	52	17.75	108	36.86	1	0.34
19033	321	113	35.20	9	2.80	70	21.81	126	39.25	3	0.93
19034	324	162	50.00	8	2.47	35	10.80	114	35.19	5	1.54
19035	281	136	48.40	15	5.34	24	8.54	101	35.94	5	1.78
19036	344	152	44.19	38	11.05	31	9.01	97	28.20	26	7.56
19037	297	116	39.06	25	8.42	29	9.76	118	39.73	9	3.03
19038	282	119	42.20	23	8.16	24	8.51	100	35.46	16	5.67
19039	80	34	42.50	17	21.25	4	5.00	22	27.50	3	3.75
19040	326	142	43.56	18	5.52	39	11.96	120	36.81	7	2.15
19041	290	105	36.21	6	2.07	58	20.00	121	41.72	0	0
19042	256	98	38.28	29	11.33	17	6.64	102	39.84	10	3.91
19043	376	182	48.40	69	18.35	16	4.26	91	24.20	18	4.79
19044	346	143	41.33	6	1.73	77	22.25	119	34.39	1	0.29
19045	335	141	42.09	4	1.19	57	17.01	130	38.81	3	0.90
19046	349	182	52.15	10	2.87	45	12.89	111	31.81	1	0.29
19047	458	171	37.34	47	10.26	53	11.57	171	37.34	16	3.49
19048	311	131	42.12	69	22.19	14	4.50	80	25.72	17	5.47
19049	401	167	41.65	47	11.72	20	4.99	146	36.41	21	5.24
19050	246	78	31.71	9	3.66	37	15.04	119	48.37	3	1.22
19051	374	187	50.00	12	3.21	41	10.96	132	35.29	2	0.53
19052	324	107	33.02	9	2.78	67	20.68	140	43.21	1	0.31
19053	310	132	42.58	12	3.87	43	13.87	116	37.42	7	2.26
19054	247	88	35.63	6	2.43	56	22.67	95	38.46	2	0.81
19055	279	101	36.20	7	2.51	62	22.22	107	38.35	2	0.72
19056	366	183	50.00	29	7.92	46	12.57	95	25.96	13	3.55
19057	282	111	39.36	28	9.93	21	7.45	112	39.72	10	3.55
20001	182	74	40.66	37	20.33	4	2.20	57	31.32	10	5.49
