Precinct	Votes	votes|Jerry Joyce	pct|Jerry Joyce	votes|Paul Vallas	pct|Paul Vallas	votes|Willie L. Wilson	pct|Willie L. Wilson	votes|Toni Preckwinkle	pct|Toni Preckwinkle	votes|William M. Daley	pct|William M. Daley	votes|Garry Mccarthy	pct|Garry Mccarthy	votes|Gery Chico	pct|Gery Chico	votes|Susana A. Mendoza	pct|Susana A. Mendoza	votes|Amara Enyia	pct|Amara Enyia	votes|La Shawn K. Ford	pct|La Shawn K. Ford	votes|Neal Sales-Griffin	pct|Neal Sales-Griffin	votes|Lori Lightfoot	pct|Lori Lightfoot	votes|Robert ''Bob'' Fioretti	pct|Robert ''Bob'' Fioretti	votes|John Kenneth Kozlar	pct|John Kenneth Kozlar
41001	364	83	22.80	70	19.23	9	2.47	12	3.30	54	14.84	30	8.24	35	9.62	32	8.79	5	1.37	0	0	0	0	25	6.87	9	2.47	0	0
41002	398	91	22.86	85	21.36	6	1.51	16	4.02	80	20.10	29	7.29	27	6.78	28	7.04	5	1.26	0	0	0	0	22	5.53	8	2.01	1	0.25
41003	385	66	17.14	51	13.25	22	5.71	34	8.83	56	14.55	27	7.01	31	8.05	37	9.61	10	2.60	1	0.26	1	0.26	39	10.13	9	2.34	1	0.26
41004	426	83	19.48	97	22.77	7	1.64	13	3.05	76	17.84	26	6.10	33	7.75	35	8.22	4	0.94	0	0	1	0.23	45	10.56	3	0.70	3	0.70
41005	389	76	19.54	47	12.08	18	4.63	18	4.63	63	16.20	30	7.71	30	7.71	35	9.00	17	4.37	0	0	3	0.77	41	10.54	9	2.31	2	0.51
41006	476	45	9.45	76	15.97	17	3.57	24	5.04	173	36.34	20	4.20	36	7.56	20	4.20	8	1.68	0	0	0	0	51	10.71	4	0.84	2	0.42
41007	441	101	22.90	69	15.65	15	3.40	23	5.22	86	19.50	23	5.22	34	7.71	40	9.07	11	2.49	0	0	2	0.45	32	7.26	3	0.68	2	0.45
41008	391	89	22.76	61	15.60	10	2.56	27	6.91	66	16.88	30	7.67	32	8.18	33	8.44	4	1.02	0	0	0	0	37	9.46	2	0.51	0	0
41009	354	36	10.17	59	16.67	6	1.69	31	8.76	76	21.47	17	4.80	58	16.38	30	8.47	11	3.11	0	0	0	0	26	7.34	3	0.85	1	0.28
41010	477	118	24.74	77	16.14	12	2.52	30	6.29	97	20.34	29	6.08	32	6.71	32	6.71	4	0.84	0	0	1	0.21	44	9.22	1	0.21	0	0
41011	445	100	22.47	65	14.61	19	4.27	11	2.47	68	15.28	50	11.24	43	9.66	48	10.79	5	1.12	1	0.22	3	0.67	29	6.52	1	0.22	2	0.45
41012	368	73	19.84	49	13.32	7	1.90	11	2.99	65	17.66	31	8.42	48	13.04	44	11.96	6	1.63	0	0	0	0	28	7.61	5	1.36	1	0.27
41013	458	85	18.56	81	17.69	7	1.53	29	6.33	79	17.25	34	7.42	51	11.14	41	8.95	5	1.09	0	0	1	0.22	43	9.39	1	0.22	1	0.22
41014	443	37	8.35	63	14.22	18	4.06	27	6.09	118	26.64	20	4.51	43	9.71	28	6.32	4	0.90	0	0	0	0	80	18.06	2	0.45	3	0.68
41015	477	74	15.51	72	15.09	7	1.47	19	3.98	99	20.75	47	9.85	32	6.71	54	11.32	12	2.52	0	0	2	0.42	52	10.90	7	1.47	0	0
41016	358	78	21.79	44	12.29	24	6.70	10	2.79	66	18.44	29	8.10	33	9.22	39	10.89	4	1.12	2	0.56	3	0.84	25	6.98	0	0	1	0.28
41017	400	72	18.00	51	12.75	12	3.00	28	7.00	85	21.25	26	6.50	36	9.00	33	8.25	4	1.00	1	0.25	0	0	44	11.00	7	1.75	1	0.25
41018	365	91	24.93	64	17.53	10	2.74	15	4.11	57	15.62	18	4.93	37	10.14	31	8.49	4	1.10	1	0.27	1	0.27	31	8.49	4	1.10	1	0.27
41019	422	49	11.61	68	16.11	12	2.84	28	6.64	106	25.12	15	3.55	33	7.82	21	4.98	11	2.61	0	0	0	0	72	17.06	6	1.42	1	0.24
41020	278	60	21.58	26	9.35	13	4.68	24	8.63	58	20.86	14	5.04	24	8.63	28	10.07	1	0.36	0	0	3	1.08	19	6.83	5	1.80	3	1.08
41021	394	75	19.04	64	16.24	14	3.55	27	6.85	58	14.72	32	8.12	45	11.42	33	8.38	2	0.51	0	0	3	0.76	35	8.88	3	0.76	3	0.76
41022	446	81	18.16	78	17.49	14	3.14	28	6.28	81	18.16	34	7.62	28	6.28	45	10.09	7	1.57	0	0	0	0	45	10.09	5	1.12	0	0
41023	361	68	18.84	63	17.45	12	3.32	12	3.32	75	20.78	25	6.93	42	11.63	41	11.36	5	1.39	1	0.28	0	0	12	3.32	4	1.11	1	0.28
41024	362	84	23.20	55	15.19	13	3.59	12	3.31	65	17.96	33	9.12	43	11.88	24	6.63	3	0.83	0	0	0	0	19	5.25	7	1.93	4	1.10
41025	160	27	16.88	15	9.38	9	5.63	14	8.75	30	18.75	10	6.25	12	7.50	20	12.50	6	3.75	0	0	0	0	14	8.75	2	1.25	1	0.63
41026	366	99	27.05	61	16.67	12	3.28	23	6.28	41	11.20	30	8.20	25	6.83	32	8.74	5	1.37	1	0.27	0	0	35	9.56	2	0.55	0	0
41027	222	34	15.32	31	13.96	12	5.41	6	2.70	44	19.82	22	9.91	20	9.01	25	11.26	6	2.70	1	0.45	0	0	15	6.76	4	1.80	2	0.90
41028	217	32	14.75	18	8.29	13	5.99	20	9.22	46	21.20	8	3.69	21	9.68	21	9.68	11	5.07	0	0	0	0	23	10.60	3	1.38	1	0.46
41029	158	23	14.56	11	6.96	6	3.80	12	7.59	30	18.99	20	12.66	14	8.86	22	13.92	5	3.16	1	0.63	0	0	6	3.80	5	3.16	3	1.90
41030	347	73	21.04	30	8.65	11	3.17	17	4.90	56	16.14	34	9.80	38	10.95	37	10.66	10	2.88	1	0.29	0	0	39	11.24	1	0.29	0	0
41031	472	85	18.01	77	16.31	17	3.60	30	6.36	98	20.76	26	5.51	53	11.23	34	7.20	3	0.64	0	0	0	0	36	7.63	10	2.12	3	0.64
41032	298	69	23.15	43	14.43	14	4.70	15	5.03	52	17.45	23	7.72	27	9.06	21	7.05	3	1.01	1	0.34	1	0.34	25	8.39	2	0.67	2	0.67
41033	357	82	22.97	35	9.80	3	0.84	24	6.72	84	23.53	31	8.68	33	9.24	34	9.52	6	1.68	0	0	0	0	21	5.88	4	1.12	0	0
41034	372	92	24.73	57	15.32	13	3.49	11	2.96	61	16.40	22	5.91	26	6.99	36	9.68	7	1.88	1	0.27	0	0	39	10.48	1	0.27	6	1.61
41035	481	134	27.86	78	16.22	25	5.20	20	4.16	66	13.72	40	8.32	33	6.86	33	6.86	4	0.83	0	0	1	0.21	40	8.32	6	1.25	1	0.21
41036	379	66	17.41	58	15.30	15	3.96	26	6.86	55	14.51	19	5.01	37	9.76	34	8.97	6	1.58	0	0	0	0	55	14.51	4	1.06	4	1.06
41037	424	117	27.59	61	14.39	7	1.65	25	5.90	70	16.51	20	4.72	31	7.31	40	9.43	8	1.89	0	0	1	0.24	32	7.55	11	2.59	1	0.24
41038	353	101	28.61	31	8.78	14	3.97	9	2.55	62	17.56	24	6.80	35	9.92	37	10.48	3	0.85	0	0	1	0.28	30	8.50	6	1.70	0	0
41039	409	58	14.18	86	21.03	16	3.91	24	5.87	85	20.78	14	3.42	43	10.51	36	8.80	6	1.47	0	0	0	0	34	8.31	6	1.47	1	0.24
41040	474	130	27.43	82	17.30	17	3.59	10	2.11	80	16.88	28	5.91	48	10.13	33	6.96	9	1.90	0	0	1	0.21	30	6.33	6	1.27	0	0
41041	426	110	25.82	66	15.49	17	3.99	9	2.11	82	19.25	27	6.34	37	8.69	46	10.80	9	2.11	0	0	0	0	19	4.46	1	0.23	3	0.70
41042	362	78	21.55	55	15.19	16	4.42	12	3.31	82	22.65	21	5.80	29	8.01	30	8.29	4	1.10	2	0.55	0	0	25	6.91	5	1.38	3	0.83
41043	410	91	22.20	51	12.44	13	3.17	23	5.61	78	19.02	28	6.83	43	10.49	35	8.54	3	0.73	0	0	2	0.49	36	8.78	4	0.98	3	0.73
41044	436	103	23.62	86	19.72	22	5.05	19	4.36	61	13.99	24	5.50	53	12.16	27	6.19	4	0.92	0	0	0	0	31	7.11	4	0.92	2	0.46
41045	337	62	18.40	49	14.54	14	4.15	17	5.04	63	18.69	20	5.93	35	10.39	26	7.72	10	2.97	0	0	0	0	32	9.50	7	2.08	2	0.59
41046	393	79	20.10	69	17.56	9	2.29	16	4.07	90	22.90	25	6.36	28	7.12	35	8.91	10	2.54	2	0.51	0	0	26	6.62	4	1.02	0	0
41047	393	93	23.66	62	15.78	13	3.31	20	5.09	70	17.81	21	5.34	26	6.62	20	5.09	8	2.04	0	0	0	0	55	13.99	3	0.76	2	0.51
42001	343	8	2.33	20	5.83	4	1.17	35	10.20	156	45.48	17	4.96	23	6.71	12	3.50	8	2.33	1	0.29	0	0	57	16.62	1	0.29	1	0.29
42002	271	13	4.80	17	6.27	5	1.85	34	12.55	73	26.94	7	2.58	8	2.95	19	7.01	19	7.01	2	0.74	1	0.37	71	26.20	2	0.74	0	0
42003	280	17	6.07	18	6.43	6	2.14	33	11.79	54	19.29	7	2.50	6	2.14	28	10.00	18	6.43	0	0	2	0.71	87	31.07	3	1.07	1	0.36
42004	447	18	4.03	24	5.37	15	3.36	54	12.08	154	34.45	17	3.80	26	5.82	35	7.83	25	5.59	4	0.89	2	0.45	69	15.44	1	0.22	3	0.67
42005	256	7	2.73	27	10.55	1	0.39	20	7.81	80	31.25	13	5.08	13	5.08	16	6.25	13	5.08	2	0.78	1	0.39	61	23.83	0	0	2	0.78
42006	417	12	2.88	35	8.39	9	2.16	55	13.19	108	25.90	17	4.08	26	6.24	29	6.95	20	4.80	2	0.48	1	0.24	95	22.78	6	1.44	2	0.48
42007	376	22	5.85	34	9.04	10	2.66	37	9.84	149	39.63	6	1.60	10	2.66	20	5.32	8	2.13	2	0.53	3	0.80	70	18.62	1	0.27	4	1.06
42008	341	18	5.28	22	6.45	17	4.99	38	11.14	119	34.90	3	0.88	12	3.52	24	7.04	10	2.93	0	0	2	0.59	70	20.53	5	1.47	1	0.29
42009	278	15	5.40	16	5.76	8	2.88	35	12.59	55	19.78	10	3.60	17	6.12	22	7.91	17	6.12	2	0.72	0	0	74	26.62	4	1.44	3	1.08
42010	346	10	2.89	27	7.80	2	0.58	40	11.56	104	30.06	10	2.89	18	5.20	33	9.54	22	6.36	3	0.87	0	0	71	20.52	2	0.58	4	1.16
42011	287	13	4.53	24	8.36	5	1.74	43	14.98	100	34.84	17	5.92	18	6.27	15	5.23	5	1.74	1	0.35	0	0	44	15.33	2	0.70	0	0
42012	295	7	2.37	17	5.76	7	2.37	29	9.83	107	36.27	12	4.07	11	3.73	17	5.76	1	0.34	0	0	2	0.68	80	27.12	4	1.36	1	0.34
42013	393	20	5.09	41	10.43	6	1.53	54	13.74	125	31.81	13	3.31	23	5.85	17	4.33	8	2.04	0	0	0	0	81	20.61	1	0.25	4	1.02
42014	288	6	2.08	21	7.29	5	1.74	22	7.64	97	33.68	12	4.17	15	5.21	30	10.42	13	4.51	0	0	1	0.35	66	22.92	0	0	0	0
42015	275	11	4.00	22	8.00	5	1.82	26	9.45	92	33.45	17	6.18	14	5.09	23	8.36	8	2.91	0	0	1	0.36	56	20.36	0	0	0	0
42016	305	9	2.95	25	8.20	3	0.98	35	11.48	65	21.31	9	2.95	29	9.51	26	8.52	21	6.89	2	0.66	2	0.66	71	23.28	5	1.64	3	0.98
42017	387	19	4.91	22	5.68	12	3.10	29	7.49	138	35.66	22	5.68	15	3.88	28	7.24	17	4.39	0	0	2	0.52	81	20.93	2	0.52	0	0
42018	197	7	3.55	10	5.08	7	3.55	14	7.11	55	27.92	11	5.58	4	2.03	23	11.68	13	6.60	0	0	2	1.02	45	22.84	4	2.03	2	1.02
42019	442	20	4.52	37	8.37	13	2.94	48	10.86	160	36.20	20	4.52	24	5.43	23	5.20	3	0.68	0	0	1	0.23	87	19.68	5	1.13	1	0.23
42020	297	17	5.72	20	6.73	14	4.71	30	10.10	87	29.29	17	5.72	18	6.06	20	6.73	11	3.70	0	0	1	0.34	56	18.86	4	1.35	2	0.67
42021	260	9	3.46	23	8.85	5	1.92	19	7.31	60	23.08	4	1.54	19	7.31	26	10.00	17	6.54	0	0	0	0	74	28.46	2	0.77	2	0.77
42022	143	6	4.20	13	9.09	3	2.10	8	5.59	60	41.96	6	4.20	6	4.20	7	4.90	6	4.20	0	0	0	0	28	19.58	0	0	0	0
42023	348	11	3.16	20	5.75	4	1.15	26	7.47	150	43.10	23	6.61	23	6.61	26	7.47	13	3.74	0	0	0	0	46	13.22	2	0.57	4	1.15
42024	338	7	2.07	28	8.28	8	2.37	24	7.10	143	42.31	12	3.55	21	6.21	10	2.96	10	2.96	1	0.30	3	0.89	67	19.82	3	0.89	1	0.30
42025	293	11	3.75	35	11.95	8	2.73	25	8.53	88	30.03	12	4.10	15	5.12	20	6.83	8	2.73	1	0.34	2	0.68	58	19.80	4	1.37	6	2.05
42026	403	20	4.96	24	5.96	8	1.99	45	11.17	143	35.48	13	3.23	14	3.47	28	6.95	15	3.72	3	0.74	1	0.25	87	21.59	0	0	2	0.50
42027	263	12	4.56	15	5.70	7	2.66	34	12.93	72	27.38	15	5.70	18	6.84	12	4.56	14	5.32	0	0	0	0	62	23.57	1	0.38	1	0.38
42028	426	23	5.40	28	6.57	11	2.58	63	14.79	129	30.28	9	2.11	22	5.16	23	5.40	17	3.99	1	0.23	1	0.23	97	22.77	1	0.23	1	0.23
42029	316	19	6.01	26	8.23	6	1.90	40	12.66	89	28.16	15	4.75	13	4.11	21	6.65	21	6.65	0	0	0	0	62	19.62	3	0.95	1	0.32
42030	350	7	2.00	46	13.14	6	1.71	38	10.86	132	37.71	7	2.00	21	6.00	17	4.86	6	1.71	0	0	2	0.57	65	18.57	2	0.57	1	0.29
42031	364	12	3.30	30	8.24	14	3.85	51	14.01	129	35.44	15	4.12	18	4.95	22	6.04	6	1.65	2	0.55	4	1.10	56	15.38	2	0.55	3	0.82
42032	317	19	5.99	25	7.89	5	1.58	26	8.20	104	32.81	16	5.05	14	4.42	25	7.89	12	3.79	3	0.95	1	0.32	62	19.56	0	0	5	1.58
42033	332	12	3.61	17	5.12	8	2.41	60	18.07	90	27.11	7	2.11	30	9.04	11	3.31	28	8.43	1	0.30	1	0.30	63	18.98	3	0.90	1	0.30
42034	332	8	2.41	13	3.92	7	2.11	29	8.73	172	51.81	10	3.01	15	4.52	11	3.31	3	0.90	1	0.30	1	0.30	60	18.07	1	0.30	1	0.30
42035	377	19	5.04	27	7.16	10	2.65	41	10.88	112	29.71	15	3.98	14	3.71	32	8.49	18	4.77	2	0.53	1	0.27	76	20.16	5	1.33	5	1.33
42036	378	7	1.85	26	6.88	7	1.85	42	11.11	100	26.46	26	6.88	16	4.23	38	10.05	20	5.29	5	1.32	6	1.59	80	21.16	2	0.53	3	0.79
42037	219	10	4.57	15	6.85	3	1.37	29	13.24	71	32.42	16	7.31	10	4.57	20	9.13	5	2.28	1	0.46	4	1.83	31	14.16	4	1.83	0	0
42038	288	5	1.74	28	9.72	3	1.04	18	6.25	78	27.08	49	17.01	16	5.56	19	6.60	12	4.17	3	1.04	1	0.35	53	18.40	0	0	3	1.04
42039	326	16	4.91	10	3.07	4	1.23	37	11.35	101	30.98	13	3.99	18	5.52	27	8.28	13	3.99	4	1.23	2	0.61	79	24.23	1	0.31	1	0.31
42040	367	12	3.27	23	6.27	11	3.00	54	14.71	104	28.34	13	3.54	16	4.36	31	8.45	22	5.99	2	0.54	2	0.54	68	18.53	4	1.09	5	1.36
42041	286	19	6.64	12	4.20	3	1.05	29	10.14	86	30.07	5	1.75	7	2.45	21	7.34	22	7.69	1	0.35	1	0.35	75	26.22	4	1.40	1	0.35
42042	443	18	4.06	24	5.42	9	2.03	53	11.96	121	27.31	7	1.58	31	7.00	30	6.77	18	4.06	0	0	0	0	127	28.67	1	0.23	4	0.90
43001	207	12	5.80	14	6.76	13	6.28	37	17.87	48	23.19	4	1.93	8	3.86	11	5.31	12	5.80	0	0	0	0	47	22.71	1	0.48	0	0
43002	332	13	3.92	27	8.13	4	1.20	39	11.75	105	31.63	6	1.81	22	6.63	13	3.92	19	5.72	0	0	0	0	79	23.80	3	0.90	2	0.60
43003	354	11	3.11	37	10.45	11	3.11	20	5.65	132	37.29	14	3.95	13	3.67	25	7.06	13	3.67	0	0	1	0.28	74	20.90	2	0.56	1	0.28
43004	337	19	5.64	23	6.82	5	1.48	35	10.39	121	35.91	6	1.78	9	2.67	18	5.34	16	4.75	2	0.59	0	0	79	23.44	2	0.59	2	0.59
43005	313	16	5.11	31	9.90	3	0.96	30	9.58	117	37.38	4	1.28	11	3.51	18	5.75	10	3.19	0	0	0	0	71	22.68	1	0.32	1	0.32
43006	210	16	7.62	9	4.29	4	1.90	22	10.48	44	20.95	5	2.38	12	5.71	19	9.05	15	7.14	2	0.95	0	0	61	29.05	1	0.48	0	0
43007	257	16	6.23	4	1.56	16	6.23	28	10.89	85	33.07	4	1.56	10	3.89	16	6.23	13	5.06	1	0.39	0	0	60	23.35	2	0.78	2	0.78
43008	254	10	3.94	23	9.06	4	1.57	36	14.17	70	27.56	7	2.76	19	7.48	8	3.15	15	5.91	1	0.39	0	0	59	23.23	2	0.79	0	0
43009	400	15	3.75	23	5.75	18	4.50	48	12.00	120	30.00	6	1.50	26	6.50	32	8.00	13	3.25	1	0.25	1	0.25	93	23.25	3	0.75	1	0.25
43010	447	16	3.58	34	7.61	2	0.45	34	7.61	151	33.78	13	2.91	24	5.37	36	8.05	16	3.58	0	0	1	0.22	115	25.73	3	0.67	2	0.45
43011	283	4	1.41	19	6.71	4	1.41	27	9.54	106	37.46	6	2.12	3	1.06	10	3.53	18	6.36	1	0.35	1	0.35	82	28.98	0	0	2	0.71
43012	228	4	1.75	27	11.84	2	0.88	33	14.47	55	24.12	4	1.75	7	3.07	20	8.77	12	5.26	0	0	3	1.32	57	25.00	3	1.32	1	0.44
43013	304	12	3.95	19	6.25	6	1.97	39	12.83	66	21.71	7	2.30	12	3.95	26	8.55	22	7.24	3	0.99	3	0.99	86	28.29	2	0.66	1	0.33
43014	439	9	2.05	43	9.79	5	1.14	27	6.15	179	40.77	8	1.82	12	2.73	26	5.92	15	3.42	1	0.23	2	0.46	109	24.83	1	0.23	2	0.46
43015	330	12	3.64	26	7.88	8	2.42	28	8.48	84	25.45	8	2.42	20	6.06	36	10.91	17	5.15	0	0	1	0.30	81	24.55	4	1.21	5	1.52
43016	327	16	4.89	28	8.56	13	3.98	36	11.01	64	19.57	5	1.53	17	5.20	20	6.12	32	9.79	2	0.61	3	0.92	86	26.30	3	0.92	2	0.61
43017	281	11	3.91	24	8.54	3	1.07	37	13.17	92	32.74	7	2.49	11	3.91	17	6.05	13	4.63	0	0	1	0.36	61	21.71	2	0.71	2	0.71
43018	407	11	2.70	38	9.34	7	1.72	41	10.07	134	32.92	13	3.19	18	4.42	28	6.88	27	6.63	6	1.47	0	0	80	19.66	2	0.49	2	0.49
43019	389	15	3.86	39	10.03	3	0.77	32	8.23	101	25.96	10	2.57	14	3.60	27	6.94	18	4.63	2	0.51	3	0.77	124	31.88	1	0.26	0	0
43020	382	16	4.19	38	9.95	3	0.79	52	13.61	108	28.27	9	2.36	10	2.62	21	5.50	27	7.07	1	0.26	0	0	96	25.13	1	0.26	0	0
43021	330	15	4.55	34	10.30	6	1.82	39	11.82	90	27.27	8	2.42	13	3.94	29	8.79	24	7.27	1	0.30	1	0.30	66	20.00	1	0.30	3	0.91
43022	235	8	3.40	19	8.09	5	2.13	35	14.89	54	22.98	5	2.13	14	5.96	26	11.06	11	4.68	1	0.43	2	0.85	52	22.13	2	0.85	1	0.43
43023	222	11	4.95	12	5.41	3	1.35	23	10.36	67	30.18	4	1.80	8	3.60	13	5.86	14	6.31	0	0	0	0	67	30.18	0	0	0	0
43024	273	12	4.40	16	5.86	14	5.13	48	17.58	76	27.84	7	2.56	12	4.40	30	10.99	14	5.13	1	0.37	0	0	40	14.65	3	1.10	0	0
43025	318	12	3.77	22	6.92	7	2.20	44	13.84	81	25.47	9	2.83	23	7.23	30	9.43	12	3.77	1	0.31	2	0.63	73	22.96	2	0.63	0	0
43026	272	4	1.47	25	9.19	4	1.47	39	14.34	88	32.35	4	1.47	10	3.68	16	5.88	6	2.21	0	0	0	0	71	26.10	4	1.47	1	0.37
43027	379	9	2.37	30	7.92	8	2.11	38	10.03	146	38.52	5	1.32	15	3.96	18	4.75	23	6.07	1	0.26	4	1.06	79	20.84	0	0	3	0.79
43028	402	12	2.99	32	7.96	15	3.73	59	14.68	119	29.60	13	3.23	17	4.23	15	3.73	19	4.73	0	0	4	1.00	93	23.13	2	0.50	2	0.50
43029	328	17	5.18	22	6.71	5	1.52	42	12.80	97	29.57	6	1.83	17	5.18	16	4.88	16	4.88	0	0	1	0.30	86	26.22	1	0.30	2	0.61
43030	354	11	3.11	33	9.32	5	1.41	32	9.04	104	29.38	9	2.54	17	4.80	22	6.21	25	7.06	4	1.13	4	1.13	83	23.45	2	0.56	3	0.85
43031	363	19	5.23	26	7.16	24	6.61	54	14.88	98	27.00	10	2.75	11	3.03	36	9.92	20	5.51	0	0	0	0	60	16.53	3	0.83	2	0.55
43032	360	6	1.67	28	7.78	5	1.39	47	13.06	88	24.44	21	5.83	13	3.61	37	10.28	16	4.44	3	0.83	1	0.28	91	25.28	1	0.28	3	0.83
43033	371	7	1.89	42	11.32	2	0.54	45	12.13	154	41.51	13	3.50	30	8.09	12	3.23	3	0.81	0	0	1	0.27	61	16.44	1	0.27	0	0
43034	267	10	3.75	11	4.12	11	4.12	37	13.86	84	31.46	10	3.75	3	1.12	21	7.87	14	5.24	3	1.12	2	0.75	56	20.97	2	0.75	3	1.12
43035	401	8	2.00	35	8.73	5	1.25	35	8.73	183	45.64	7	1.75	22	5.49	21	5.24	14	3.49	0	0	0	0	67	16.71	2	0.50	2	0.50
43036	149	8	5.37	7	4.70	4	2.68	22	14.77	37	24.83	3	2.01	5	3.36	12	8.05	9	6.04	2	1.34	0	0	39	26.17	0	0	1	0.67
43037	307	17	5.54	12	3.91	3	0.98	37	12.05	73	23.78	6	1.95	13	4.23	28	9.12	33	10.75	2	0.65	1	0.33	74	24.10	6	1.95	2	0.65
43038	333	4	1.20	32	9.61	4	1.20	39	11.71	160	48.05	4	1.20	15	4.50	9	2.70	6	1.80	0	0	0	0	60	18.02	0	0	0	0
43039	274	11	4.01	25	9.12	7	2.55	27	9.85	86	31.39	8	2.92	11	4.01	22	8.03	24	8.76	2	0.73	0	0	47	17.15	2	0.73	2	0.73
43040	203	7	3.45	13	6.40	5	2.46	33	16.26	47	23.15	3	1.48	8	3.94	25	12.32	16	7.88	1	0.49	0	0	45	22.17	0	0	0	0
43041	444	16	3.60	27	6.08	2	0.45	52	11.71	139	31.31	6	1.35	21	4.73	23	5.18	25	5.63	1	0.23	2	0.45	123	27.70	3	0.68	4	0.90
43042	318	12	3.77	20	6.29	9	2.83	34	10.69	69	21.70	8	2.52	12	3.77	37	11.64	20	6.29	3	0.94	2	0.63	81	25.47	7	2.20	4	1.26
43043	358	18	5.03	36	10.06	3	0.84	34	9.50	140	39.11	13	3.63	28	7.82	17	4.75	1	0.28	0	0	0	0	66	18.44	2	0.56	0	0
43044	323	6	1.86	25	7.74	4	1.24	40	12.38	92	28.48	4	1.24	16	4.95	28	8.67	19	5.88	0	0	0	0	82	25.39	3	0.93	4	1.24
43045	239	12	5.02	12	5.02	8	3.35	24	10.04	85	35.56	5	2.09	14	5.86	8	3.35	11	4.60	0	0	1	0.42	55	23.01	1	0.42	3	1.26
43046	168	4	2.38	11	6.55	2	1.19	19	11.31	50	29.76	5	2.98	6	3.57	17	10.12	5	2.98	0	0	0	0	48	28.57	1	0.60	0	0
44001	539	13	2.41	43	7.98	9	1.67	81	15.03	115	21.34	6	1.11	21	3.90	44	8.16	45	8.35	1	0.19	2	0.37	154	28.57	2	0.37	3	0.56
44002	395	15	3.80	34	8.61	2	0.51	55	13.92	109	27.59	8	2.03	10	2.53	34	8.61	18	4.56	0	0	1	0.25	104	26.33	5	1.27	0	0
44003	324	6	1.85	26	8.02	3	0.93	44	13.58	98	30.25	7	2.16	30	9.26	20	6.17	2	0.62	1	0.31	0	0	85	26.23	2	0.62	0	0
44004	373	11	2.95	25	6.70	2	0.54	64	17.16	84	22.52	12	3.22	17	4.56	28	7.51	14	3.75	0	0	3	0.80	112	30.03	0	0	1	0.27
44005	363	10	2.75	19	5.23	5	1.38	56	15.43	60	16.53	9	2.48	15	4.13	44	12.12	34	9.37	1	0.28	6	1.65	98	27.00	3	0.83	3	0.83
44006	439	16	3.64	18	4.10	5	1.14	74	16.86	68	15.49	11	2.51	16	3.64	38	8.66	40	9.11	3	0.68	2	0.46	138	31.44	4	0.91	6	1.37
44007	333	14	4.20	24	7.21	5	1.50	42	12.61	114	34.23	12	3.60	29	8.71	10	3.00	7	2.10	0	0	0	0	74	22.22	2	0.60	0	0
44008	445	12	2.70	27	6.07	8	1.80	68	15.28	70	15.73	4	0.90	28	6.29	47	10.56	42	9.44	1	0.22	0	0	132	29.66	4	0.90	2	0.45
44009	359	15	4.18	19	5.29	6	1.67	55	15.32	84	23.40	10	2.79	11	3.06	26	7.24	21	5.85	3	0.84	1	0.28	107	29.81	1	0.28	0	0
44010	315	14	4.44	23	7.30	1	0.32	41	13.02	44	13.97	12	3.81	20	6.35	32	10.16	18	5.71	1	0.32	0	0	103	32.70	1	0.32	5	1.59
44011	375	17	4.53	27	7.20	7	1.87	51	13.60	74	19.73	7	1.87	12	3.20	33	8.80	25	6.67	3	0.80	2	0.53	105	28.00	7	1.87	5	1.33
44012	407	12	2.95	28	6.88	8	1.97	69	16.95	92	22.60	6	1.47	14	3.44	27	6.63	23	5.65	1	0.25	0	0	123	30.22	4	0.98	0	0
44013	274	11	4.01	23	8.39	0	0	19	6.93	77	28.10	9	3.28	12	4.38	27	9.85	21	7.66	1	0.36	1	0.36	70	25.55	1	0.36	2	0.73
44014	297	10	3.37	20	6.73	8	2.69	41	13.80	59	19.87	3	1.01	8	2.69	30	10.10	23	7.74	2	0.67	4	1.35	84	28.28	5	1.68	0	0
44015	334	6	1.80	22	6.59	1	0.30	45	13.47	85	25.45	4	1.20	10	2.99	32	9.58	29	8.68	1	0.30	2	0.60	97	29.04	0	0	0	0
44016	396	9	2.27	33	8.33	6	1.52	38	9.60	91	22.98	12	3.03	13	3.28	45	11.36	32	8.08	4	1.01	1	0.25	110	27.78	0	0	2	0.51
44017	495	11	2.22	22	4.44	8	1.62	76	15.35	87	17.58	9	1.82	23	4.65	45	9.09	33	6.67	1	0.20	1	0.20	176	35.56	0	0	3	0.61
44018	316	4	1.27	22	6.96	4	1.27	55	17.41	70	22.15	6	1.90	15	4.75	21	6.65	26	8.23	4	1.27	3	0.95	81	25.63	3	0.95	2	0.63
44019	428	7	1.64	26	6.07	5	1.17	62	14.49	91	21.26	7	1.64	23	5.37	46	10.75	41	9.58	0	0	3	0.70	116	27.10	0	0	1	0.23
44020	296	8	2.70	10	3.38	6	2.03	35	11.82	38	12.84	3	1.01	15	5.07	31	10.47	34	11.49	2	0.68	2	0.68	109	36.82	2	0.68	1	0.34
44021	392	3	0.77	24	6.12	5	1.28	57	14.54	64	16.33	9	2.30	8	2.04	46	11.73	37	9.44	3	0.77	0	0	134	34.18	0	0	2	0.51
44022	426	10	2.35	26	6.10	5	1.17	65	15.26	114	26.76	9	2.11	28	6.57	30	7.04	17	3.99	1	0.23	2	0.47	116	27.23	2	0.47	1	0.23
