Precinct	Votes	votes|Jerry Joyce	pct|Jerry Joyce	votes|Paul Vallas	pct|Paul Vallas	votes|Willie L. Wilson	pct|Willie L. Wilson	votes|Toni Preckwinkle	pct|Toni Preckwinkle	votes|William M. Daley	pct|William M. Daley	votes|Garry Mccarthy	pct|Garry Mccarthy	votes|Gery Chico	pct|Gery Chico	votes|Susana A. Mendoza	pct|Susana A. Mendoza	votes|Amara Enyia	pct|Amara Enyia	votes|La Shawn K. Ford	pct|La Shawn K. Ford	votes|Neal Sales-Griffin	pct|Neal Sales-Griffin	votes|Lori Lightfoot	pct|Lori Lightfoot	votes|Robert ''Bob'' Fioretti	pct|Robert ''Bob'' Fioretti	votes|John Kenneth Kozlar	pct|John Kenneth Kozlar
13045	373	105	28.15	30	8.04	17	4.56	11	2.95	62	16.62	19	5.09	40	10.72	71	19.03	7	1.88	0	0	0	0	8	2.14	0	0	3	0.80
13046	309	42	13.59	13	4.21	1	0.32	10	3.24	44	14.24	11	3.56	40	12.94	123	39.81	13	4.21	0	0	0	0	12	3.88	0	0	0	0
13047	288	29	10.07	22	7.64	8	2.78	8	2.78	49	17.01	11	3.82	46	15.97	98	34.03	4	1.39	0	0	0	0	7	2.43	3	1.04	3	1.04
13048	281	57	20.28	19	6.76	4	1.42	16	5.69	70	24.91	19	6.76	32	11.39	42	14.95	4	1.42	0	0	0	0	10	3.56	3	1.07	5	1.78
14001	450	131	29.11	41	9.11	8	1.78	9	2.00	96	21.33	32	7.11	54	12.00	50	11.11	9	2.00	1	0.22	0	0	15	3.33	3	0.67	1	0.22
14002	349	38	10.89	11	3.15	6	1.72	25	7.16	72	20.63	28	8.02	56	16.05	70	20.06	17	4.87	0	0	0	0	16	4.58	10	2.87	0	0
14003	210	24	11.43	5	2.38	3	1.43	18	8.57	24	11.43	11	5.24	46	21.90	56	26.67	13	6.19	0	0	1	0.48	9	4.29	0	0	0	0
14004	343	129	37.61	21	6.12	10	2.92	11	3.21	50	14.58	33	9.62	49	14.29	33	9.62	2	0.58	0	0	0	0	4	1.17	1	0.29	0	0
14005	323	10	3.10	12	3.72	12	3.72	22	6.81	39	12.07	12	3.72	70	21.67	113	34.98	14	4.33	0	0	1	0.31	17	5.26	1	0.31	0	0
14006	121	7	5.79	0	0	1	0.83	0	0	19	15.70	2	1.65	42	34.71	36	29.75	6	4.96	0	0	0	0	6	4.96	2	1.65	0	0
14007	262	27	10.31	6	2.29	2	0.76	20	7.63	36	13.74	15	5.73	46	17.56	72	27.48	13	4.96	2	0.76	0	0	18	6.87	3	1.15	2	0.76
14008	272	32	11.76	13	4.78	6	2.21	15	5.51	39	14.34	14	5.15	31	11.40	87	31.99	14	5.15	0	0	2	0.74	11	4.04	4	1.47	4	1.47
14009	379	102	26.91	26	6.86	3	0.79	13	3.43	70	18.47	16	4.22	40	10.55	58	15.30	15	3.96	0	0	0	0	26	6.86	6	1.58	4	1.06
14010	160	12	7.50	6	3.75	10	6.25	12	7.50	17	10.63	4	2.50	31	19.38	38	23.75	10	6.25	0	0	0	0	16	10.00	1	0.63	3	1.88
14011	160	11	6.88	6	3.75	1	0.63	5	3.13	8	5.00	5	3.13	72	45.00	36	22.50	4	2.50	0	0	0	0	12	7.50	0	0	0	0
14012	267	33	12.36	11	4.12	1	0.37	17	6.37	30	11.24	20	7.49	47	17.60	75	28.09	10	3.75	1	0.37	0	0	19	7.12	3	1.12	0	0
14013	239	23	9.62	12	5.02	3	1.26	14	5.86	38	15.90	13	5.44	43	17.99	62	25.94	18	7.53	0	0	0	0	13	5.44	0	0	0	0
14014	248	6	2.42	9	3.63	0	0	7	2.82	32	12.90	6	2.42	74	29.84	90	36.29	11	4.44	0	0	0	0	7	2.82	4	1.61	2	0.81
14015	242	28	11.57	5	2.07	2	0.83	9	3.72	37	15.29	8	3.31	34	14.05	82	33.88	22	9.09	0	0	0	0	13	5.37	2	0.83	0	0
14016	190	16	8.42	11	5.79	0	0	8	4.21	32	16.84	16	8.42	28	14.74	60	31.58	5	2.63	1	0.53	0	0	12	6.32	0	0	1	0.53
14017	211	19	9.00	5	2.37	5	2.37	8	3.79	29	13.74	8	3.79	51	24.17	55	26.07	15	7.11	0	0	0	0	11	5.21	2	0.95	3	1.42
14018	124	8	6.45	9	7.26	2	1.61	7	5.65	25	20.16	10	8.06	17	13.71	34	27.42	3	2.42	0	0	0	0	7	5.65	1	0.81	1	0.81
14019	219	27	12.33	6	2.74	0	0	9	4.11	39	17.81	10	4.57	34	15.53	69	31.51	14	6.39	0	0	0	0	9	4.11	1	0.46	1	0.46
14020	142	9	6.34	14	9.86	2	1.41	10	7.04	25	17.61	6	4.23	19	13.38	43	30.28	3	2.11	0	0	3	2.11	6	4.23	1	0.70	1	0.70
14021	216	20	9.26	9	4.17	2	0.93	19	8.80	26	12.04	8	3.70	36	16.67	62	28.70	23	10.65	0	0	0	0	8	3.70	2	0.93	1	0.46
14022	337	45	13.35	20	5.93	6	1.78	24	7.12	64	18.99	18	5.34	64	18.99	68	20.18	10	2.97	0	0	0	0	12	3.56	2	0.59	4	1.19
14023	222	33	14.86	4	1.80	3	1.35	8	3.60	42	18.92	16	7.21	36	16.22	47	21.17	16	7.21	0	0	0	0	14	6.31	3	1.35	0	0
14024	395	128	32.41	24	6.08	7	1.77	8	2.03	72	18.23	22	5.57	54	13.67	35	8.86	12	3.04	1	0.25	0	0	24	6.08	8	2.03	0	0
14025	136	14	10.29	4	2.94	2	1.47	6	4.41	24	17.65	8	5.88	21	15.44	37	27.21	9	6.62	1	0.74	0	0	9	6.62	1	0.74	0	0
14026	163	11	6.75	5	3.07	4	2.45	4	2.45	24	14.72	5	3.07	24	14.72	67	41.10	13	7.98	0	0	0	0	6	3.68	0	0	0	0
14027	265	17	6.42	18	6.79	7	2.64	16	6.04	41	15.47	21	7.92	44	16.60	63	23.77	20	7.55	0	0	2	0.75	13	4.91	1	0.38	2	0.75
14028	174	13	7.47	7	4.02	7	4.02	8	4.60	30	17.24	9	5.17	21	12.07	50	28.74	9	5.17	0	0	0	0	15	8.62	3	1.72	2	1.15
14029	216	13	6.02	10	4.63	9	4.17	11	5.09	27	12.50	8	3.70	53	24.54	61	28.24	12	5.56	0	0	1	0.46	9	4.17	0	0	2	0.93
14030	125	8	6.40	5	4.00	2	1.60	6	4.80	24	19.20	3	2.40	21	16.80	38	30.40	8	6.40	0	0	0	0	10	8.00	0	0	0	0
14031	119	13	10.92	1	0.84	5	4.20	3	2.52	17	14.29	2	1.68	13	10.92	52	43.70	8	6.72	0	0	0	0	5	4.20	0	0	0	0
15001	255	19	7.45	8	3.14	6	2.35	9	3.53	44	17.25	8	3.14	75	29.41	57	22.35	17	6.67	0	0	0	0	10	3.92	1	0.39	1	0.39
15002	158	7	4.43	3	1.90	73	46.20	23	14.56	13	8.23	1	0.63	10	6.33	4	2.53	8	5.06	2	1.27	0	0	14	8.86	0	0	0	0
15003	163	2	1.23	6	3.68	54	33.13	33	20.25	11	6.75	1	0.61	7	4.29	9	5.52	12	7.36	3	1.84	0	0	24	14.72	0	0	1	0.61
15004	237	19	8.02	4	1.69	4	1.69	21	8.86	25	10.55	9	3.80	38	16.03	92	38.82	19	8.02	0	0	0	0	4	1.69	1	0.42	1	0.42
15005	231	12	5.19	6	2.60	16	6.93	24	10.39	21	9.09	7	3.03	50	21.65	60	25.97	16	6.93	1	0.43	0	0	14	6.06	1	0.43	3	1.30
15006	247	24	9.72	6	2.43	7	2.83	11	4.45	37	14.98	9	3.64	55	22.27	67	27.13	9	3.64	1	0.40	0	0	18	7.29	2	0.81	1	0.40
15007	158	5	3.16	8	5.06	64	40.51	24	15.19	12	7.59	0	0	3	1.90	7	4.43	16	10.13	2	1.27	0	0	16	10.13	1	0.63	0	0
15008	217	9	4.15	12	5.53	5	2.30	20	9.22	30	13.82	2	0.92	42	19.35	76	35.02	11	5.07	2	0.92	0	0	6	2.76	2	0.92	0	0
15009	320	20	6.25	12	3.75	5	1.56	28	8.75	37	11.56	10	3.13	64	20.00	105	32.81	23	7.19	0	0	0	0	13	4.06	0	0	3	0.94
15010	340	24	7.06	16	4.71	12	3.53	29	8.53	49	14.41	10	2.94	47	13.82	96	28.24	23	6.76	1	0.29	1	0.29	24	7.06	6	1.76	2	0.59
15011	262	11	4.20	11	4.20	3	1.15	14	5.34	36	13.74	8	3.05	56	21.37	92	35.11	13	4.96	2	0.76	1	0.38	12	4.58	1	0.38	2	0.76
15012	286	23	8.04	9	3.15	7	2.45	21	7.34	39	13.64	8	2.80	63	22.03	82	28.67	22	7.69	0	0	0	0	10	3.50	1	0.35	1	0.35
15013	215	13	6.05	6	2.79	3	1.40	11	5.12	28	13.02	5	2.33	31	14.42	78	36.28	14	6.51	0	0	1	0.47	20	9.30	4	1.86	1	0.47
15014	197	10	5.08	2	1.02	0	0	16	8.12	20	10.15	3	1.52	45	22.84	63	31.98	31	15.74	0	0	2	1.02	5	2.54	0	0	0	0
15015	215	14	6.51	5	2.33	8	3.72	10	4.65	33	15.35	5	2.33	54	25.12	70	32.56	12	5.58	0	0	1	0.47	3	1.40	0	0	0	0
15016	255	10	3.92	6	2.35	14	5.49	13	5.10	29	11.37	8	3.14	59	23.14	81	31.76	16	6.27	0	0	0	0	18	7.06	0	0	1	0.39
15017	192	2	1.04	2	1.04	70	36.46	44	22.92	29	15.10	1	0.52	9	4.69	2	1.04	14	7.29	1	0.52	3	1.56	15	7.81	0	0	0	0
15018	147	5	3.40	1	0.68	65	44.22	37	25.17	5	3.40	0	0	2	1.36	7	4.76	10	6.80	6	4.08	3	2.04	6	4.08	0	0	0	0
15019	227	28	12.33	3	1.32	33	14.54	26	11.45	28	12.33	7	3.08	24	10.57	48	21.15	12	5.29	0	0	1	0.44	17	7.49	0	0	0	0
15020	173	3	1.73	6	3.47	77	44.51	30	17.34	15	8.67	1	0.58	3	1.73	3	1.73	10	5.78	5	2.89	0	0	20	11.56	0	0	0	0
15021	141	6	4.26	2	1.42	48	34.04	32	22.70	10	7.09	0	0	1	0.71	10	7.09	11	7.80	2	1.42	0	0	15	10.64	3	2.13	1	0.71
15022	179	4	2.23	1	0.56	89	49.72	31	17.32	10	5.59	1	0.56	4	2.23	2	1.12	12	6.70	4	2.23	0	0	20	11.17	1	0.56	0	0
15023	164	2	1.22	4	2.44	56	34.15	35	21.34	17	10.37	1	0.61	2	1.22	6	3.66	17	10.37	3	1.83	0	0	20	12.20	1	0.61	0	0
15024	146	6	4.11	2	1.37	54	36.99	28	19.18	11	7.53	1	0.68	2	1.37	5	3.42	13	8.90	5	3.42	0	0	18	12.33	0	0	1	0.68
16001	211	12	5.69	6	2.84	2	0.95	20	9.48	30	14.22	5	2.37	42	19.91	67	31.75	12	5.69	0	0	0	0	12	5.69	2	0.95	1	0.47
16002	182	4	2.20	3	1.65	66	36.26	37	20.33	18	9.89	0	0	7	3.85	20	10.99	5	2.75	1	0.55	0	0	21	11.54	0	0	0	0
16003	138	1	0.72	6	4.35	66	47.83	26	18.84	8	5.80	1	0.72	3	2.17	6	4.35	7	5.07	1	0.72	1	0.72	12	8.70	0	0	0	0
16004	160	2	1.25	3	1.88	47	29.38	41	25.63	26	16.25	0	0	7	4.38	4	2.50	18	11.25	2	1.25	0	0	9	5.63	0	0	1	0.63
16005	123	1	0.81	0	0	52	42.28	33	26.83	8	6.50	0	0	2	1.63	4	3.25	9	7.32	3	2.44	1	0.81	10	8.13	0	0	0	0
16006	176	3	1.70	4	2.27	57	32.39	32	18.18	22	12.50	1	0.57	8	4.55	15	8.52	17	9.66	5	2.84	0	0	12	6.82	0	0	0	0
16007	166	4	2.41	3	1.81	46	27.71	31	18.67	22	13.25	4	2.41	11	6.63	13	7.83	12	7.23	1	0.60	0	0	19	11.45	0	0	0	0
16008	104	2	1.92	1	0.96	36	34.62	13	12.50	12	11.54	1	0.96	7	6.73	13	12.50	4	3.85	5	4.81	0	0	8	7.69	2	1.92	0	0
16009	174	0	0	8	4.60	62	35.63	46	26.44	13	7.47	4	2.30	5	2.87	5	2.87	11	6.32	4	2.30	0	0	13	7.47	2	1.15	1	0.57
16010	163	3	1.84	4	2.45	71	43.56	30	18.40	20	12.27	0	0	7	4.29	2	1.23	8	4.91	2	1.23	1	0.61	15	9.20	0	0	0	0
16011	138	2	1.45	3	2.17	40	28.99	17	12.32	10	7.25	4	2.90	6	4.35	22	15.94	12	8.70	5	3.62	0	0	16	11.59	0	0	1	0.72
16012	132	1	0.76	1	0.76	41	31.06	31	23.48	15	11.36	0	0	3	2.27	10	7.58	15	11.36	2	1.52	1	0.76	11	8.33	1	0.76	0	0
16013	127	2	1.57	1	0.79	18	14.17	20	15.75	21	16.54	2	1.57	17	13.39	26	20.47	7	5.51	1	0.79	0	0	11	8.66	1	0.79	0	0
16014	131	3	2.29	3	2.29	49	37.40	29	22.14	11	8.40	1	0.76	5	3.82	4	3.05	8	6.11	2	1.53	1	0.76	14	10.69	0	0	1	0.76
16015	191	0	0	4	2.09	70	36.65	46	24.08	20	10.47	3	1.57	6	3.14	4	2.09	12	6.28	3	1.57	1	0.52	22	11.52	0	0	0	0
16016	185	5	2.70	6	3.24	72	38.92	48	25.95	20	10.81	0	0	1	0.54	6	3.24	11	5.95	3	1.62	0	0	13	7.03	0	0	0	0
16017	127	0	0	3	2.36	28	22.05	26	20.47	12	9.45	1	0.79	11	8.66	23	18.11	10	7.87	2	1.57	0	0	10	7.87	1	0.79	0	0
16018	184	5	2.72	2	1.09	42	22.83	35	19.02	14	7.61	2	1.09	10	5.43	27	14.67	16	8.70	5	2.72	2	1.09	21	11.41	0	0	3	1.63
16019	155	6	3.87	2	1.29	49	31.61	31	20.00	11	7.10	0	0	4	2.58	14	9.03	18	11.61	1	0.65	0	0	17	10.97	1	0.65	1	0.65
16020	140	1	0.71	4	2.86	56	40.00	28	20.00	18	12.86	0	0	1	0.71	3	2.14	12	8.57	1	0.71	0	0	14	10.00	0	0	2	1.43
16021	158	4	2.53	4	2.53	52	32.91	26	16.46	20	12.66	5	3.16	5	3.16	5	3.16	14	8.86	0	0	0	0	21	13.29	2	1.27	0	0
16022	144	2	1.39	3	2.08	45	31.25	22	15.28	11	7.64	2	1.39	6	4.17	11	7.64	13	9.03	2	1.39	0	0	27	18.75	0	0	0	0
16023	142	13	9.15	2	1.41	24	16.90	14	9.86	9	6.34	5	3.52	17	11.97	27	19.01	10	7.04	1	0.70	0	0	17	11.97	1	0.70	2	1.41
16024	104	5	4.81	3	2.88	39	37.50	21	20.19	12	11.54	0	0	5	4.81	1	0.96	8	7.69	2	1.92	0	0	8	7.69	0	0	0	0
16025	217	1	0.46	6	2.76	73	33.64	54	24.88	24	11.06	2	0.92	2	0.92	9	4.15	13	5.99	7	3.23	0	0	26	11.98	0	0	0	0
16026	164	4	2.44	4	2.44	65	39.63	37	22.56	8	4.88	4	2.44	2	1.22	10	6.10	11	6.71	0	0	0	0	19	11.59	0	0	0	0
16027	141	4	2.84	1	0.71	52	36.88	19	13.48	13	9.22	0	0	1	0.71	7	4.96	15	10.64	8	5.67	0	0	21	14.89	0	0	0	0
16028	194	4	2.06	3	1.55	82	42.27	31	15.98	19	9.79	0	0	2	1.03	5	2.58	13	6.70	6	3.09	0	0	25	12.89	1	0.52	3	1.55
16029	144	1	0.69	4	2.78	59	40.97	31	21.53	13	9.03	2	1.39	2	1.39	3	2.08	13	9.03	0	0	0	0	16	11.11	0	0	0	0
16030	141	0	0	5	3.55	53	37.59	44	31.21	7	4.96	0	0	2	1.42	4	2.84	11	7.80	0	0	0	0	13	9.22	2	1.42	0	0
16031	187	2	1.07	3	1.60	62	33.16	46	24.60	20	10.70	1	0.53	3	1.60	5	2.67	14	7.49	2	1.07	0	0	26	13.90	3	1.60	0	0
16032	173	8	4.62	4	2.31	16	9.25	10	5.78	23	13.29	2	1.16	22	12.72	64	36.99	13	7.51	1	0.58	0	0	7	4.05	3	1.73	0	0
16033	152	2	1.32	3	1.97	55	36.18	26	17.11	12	7.89	1	0.66	5	3.29	8	5.26	13	8.55	4	2.63	1	0.66	21	13.82	1	0.66	0	0
16034	164	3	1.83	4	2.44	64	39.02	30	18.29	21	12.80	1	0.61	8	4.88	4	2.44	10	6.10	7	4.27	0	0	12	7.32	0	0	0	0
16035	198	8	4.04	2	1.01	31	15.66	35	17.68	21	10.61	3	1.52	22	11.11	42	21.21	16	8.08	1	0.51	0	0	15	7.58	1	0.51	1	0.51
16036	144	5	3.47	1	0.69	52	36.11	32	22.22	19	13.19	0	0	1	0.69	2	1.39	10	6.94	3	2.08	0	0	19	13.19	0	0	0	0
17001	188	8	4.26	7	3.72	38	20.21	30	15.96	23	12.23	2	1.06	23	12.23	24	12.77	19	10.11	2	1.06	3	1.60	9	4.79	0	0	0	0
17002	196	1	0.51	3	1.53	57	29.08	57	29.08	17	8.67	2	1.02	3	1.53	9	4.59	22	11.22	5	2.55	0	0	18	9.18	2	1.02	0	0
17003	220	1	0.45	9	4.09	80	36.36	45	20.45	25	11.36	2	0.91	7	3.18	9	4.09	11	5.00	4	1.82	0	0	26	11.82	1	0.45	0	0
17004	278	7	2.52	7	2.52	96	34.53	62	22.30	19	6.83	1	0.36	3	1.08	12	4.32	26	9.35	2	0.72	0	0	41	14.75	2	0.72	0	0
17005	171	3	1.75	5	2.92	58	33.92	44	25.73	12	7.02	2	1.17	2	1.17	8	4.68	12	7.02	0	0	0	0	23	13.45	1	0.58	1	0.58
17006	156	6	3.85	6	3.85	42	26.92	24	15.38	14	8.97	1	0.64	2	1.28	11	7.05	22	14.10	3	1.92	1	0.64	23	14.74	1	0.64	0	0
17007	133	10	7.52	7	5.26	20	15.04	19	14.29	15	11.28	3	2.26	13	9.77	26	19.55	13	9.77	1	0.75	0	0	5	3.76	1	0.75	0	0
17008	150	1	0.67	6	4.00	69	46.00	34	22.67	13	8.67	0	0	4	2.67	3	2.00	6	4.00	0	0	0	0	13	8.67	1	0.67	0	0
17009	171	4	2.34	4	2.34	61	35.67	33	19.30	18	10.53	1	0.58	5	2.92	3	1.75	19	11.11	3	1.75	1	0.58	19	11.11	0	0	0	0
17010	301	8	2.66	5	1.66	101	33.55	74	24.58	19	6.31	2	0.66	9	2.99	3	1.00	27	8.97	9	2.99	1	0.33	42	13.95	1	0.33	0	0
17011	162	4	2.47	3	1.85	75	46.30	31	19.14	14	8.64	0	0	3	1.85	5	3.09	7	4.32	4	2.47	0	0	15	9.26	1	0.62	0	0
17012	235	13	5.53	5	2.13	35	14.89	46	19.57	26	11.06	2	0.85	32	13.62	29	12.34	19	8.09	2	0.85	0	0	22	9.36	3	1.28	1	0.43
17013	199	4	2.01	3	1.51	83	41.71	39	19.60	13	6.53	1	0.50	5	2.51	5	2.51	13	6.53	5	2.51	1	0.50	25	12.56	2	1.01	0	0
17014	228	8	3.51	6	2.63	51	22.37	55	24.12	28	12.28	4	1.75	9	3.95	35	15.35	12	5.26	3	1.32	0	0	15	6.58	2	0.88	0	0
17015	218	1	0.46	8	3.67	73	33.49	44	20.18	23	10.55	1	0.46	7	3.21	7	3.21	16	7.34	4	1.83	1	0.46	33	15.14	0	0	0	0
17016	172	3	1.74	1	0.58	44	25.58	27	15.70	23	13.37	1	0.58	17	9.88	25	14.53	16	9.30	3	1.74	0	0	12	6.98	0	0	0	0
17017	195	3	1.54	4	2.05	68	34.87	42	21.54	11	5.64	1	0.51	6	3.08	10	5.13	24	12.31	1	0.51	0	0	25	12.82	0	0	0	0
17018	246	1	0.41	12	4.88	64	26.02	47	19.11	42	17.07	4	1.63	2	0.81	8	3.25	30	12.20	2	0.81	1	0.41	33	13.41	0	0	0	0
17019	105	2	1.90	1	0.95	44	41.90	16	15.24	8	7.62	0	0	1	0.95	5	4.76	8	7.62	2	1.90	0	0	17	16.19	1	0.95	0	0
17020	277	5	1.81	6	2.17	93	33.57	70	25.27	23	8.30	0	0	6	2.17	8	2.89	24	8.66	2	0.72	1	0.36	37	13.36	1	0.36	1	0.36
17021	340	6	1.76	15	4.41	89	26.18	89	26.18	24	7.06	2	0.59	13	3.82	12	3.53	36	10.59	3	0.88	0	0	47	13.82	3	0.88	1	0.29
17022	176	3	1.70	0	0	62	35.23	40	22.73	13	7.39	2	1.14	5	2.84	4	2.27	17	9.66	5	2.84	1	0.57	23	13.07	1	0.57	0	0
17023	122	2	1.64	1	0.82	41	33.61	30	24.59	11	9.02	1	0.82	3	2.46	3	2.46	12	9.84	1	0.82	1	0.82	15	12.30	1	0.82	0	0
17024	265	3	1.13	4	1.51	93	35.09	56	21.13	32	12.08	9	3.40	4	1.51	7	2.64	18	6.79	3	1.13	1	0.38	31	11.70	3	1.13	1	0.38
17025	147	2	1.36	3	2.04	53	36.05	20	13.61	12	8.16	0	0	8	5.44	7	4.76	23	15.65	3	2.04	0	0	16	10.88	0	0	0	0
17026	237	9	3.80	8	3.38	85	35.86	58	24.47	27	11.39	0	0	7	2.95	8	3.38	15	6.33	2	0.84	0	0	17	7.17	1	0.42	0	0
17027	206	3	1.46	5	2.43	69	33.50	50	24.27	23	11.17	2	0.97	3	1.46	6	2.91	12	5.83	4	1.94	0	0	29	14.08	0	0	0	0
17028	172	0	0	3	1.74	49	28.49	48	27.91	22	12.79	0	0	3	1.74	6	3.49	5	2.91	2	1.16	0	0	33	19.19	1	0.58	0	0
17029	225	4	1.78	4	1.78	95	42.22	49	21.78	21	9.33	1	0.44	6	2.67	4	1.78	19	8.44	1	0.44	1	0.44	19	8.44	0	0	1	0.44
17030	138	16	11.59	6	4.35	33	23.91	10	7.25	11	7.97	4	2.90	17	12.32	19	13.77	13	9.42	1	0.72	1	0.72	6	4.35	1	0.72	0	0
17031	123	1	0.81	3	2.44	38	30.89	36	29.27	9	7.32	2	1.63	3	2.44	1	0.81	12	9.76	4	3.25	0	0	13	10.57	1	0.81	0	0
17032	154	2	1.30	3	1.95	67	43.51	39	25.32	9	5.84	2	1.30	5	3.25	4	2.60	8	5.19	1	0.65	0	0	14	9.09	0	0	0	0
17033	130	3	2.31	2	1.54	54	41.54	21	16.15	15	11.54	0	0	5	3.85	4	3.08	10	7.69	1	0.77	0	0	15	11.54	0	0	0	0
17034	151	3	1.99	1	0.66	60	39.74	35	23.18	13	8.61	0	0	1	0.66	2	1.32	10	6.62	3	1.99	1	0.66	21	13.91	1	0.66	0	0
17035	147	0	0	2	1.36	53	36.05	34	23.13	6	4.08	1	0.68	4	2.72	4	2.72	16	10.88	7	4.76	0	0	20	13.61	0	0	0	0
17036	214	6	2.80	2	0.93	71	33.18	47	21.96	24	11.21	0	0	4	1.87	5	2.34	17	7.94	7	3.27	1	0.47	29	13.55	0	0	1	0.47
17037	189	1	0.53	5	2.65	79	41.80	44	23.28	14	7.41	1	0.53	7	3.70	4	2.12	7	3.70	3	1.59	0	0	24	12.70	0	0	0	0
17038	198	2	1.01	3	1.52	69	34.85	48	24.24	12	6.06	1	0.51	1	0.51	10	5.05	19	9.60	5	2.53	1	0.51	26	13.13	0	0	1	0.51
17039	217	4	1.84	3	1.38	70	32.26	59	27.19	16	7.37	1	0.46	9	4.15	4	1.84	20	9.22	2	0.92	0	0	28	12.90	1	0.46	0	0
17040	235	4	1.70	7	2.98	89	37.87	45	19.15	21	8.94	1	0.43	5	2.13	8	3.40	24	10.21	4	1.70	2	0.85	24	10.21	0	0	1	0.43
17041	276	3	1.09	8	2.90	85	30.80	60	21.74	21	7.61	4	1.45	16	5.80	5	1.81	23	8.33	6	2.17	2	0.72	43	15.58	0	0	0	0
18001	204	9	4.41	6	2.94	45	22.06	48	23.53	17	8.33	6	2.94	15	7.35	18	8.82	19	9.31	3	1.47	1	0.49	16	7.84	1	0.49	0	0
18002	178	13	7.30	12	6.74	18	10.11	20	11.24	22	12.36	12	6.74	20	11.24	24	13.48	17	9.55	2	1.12	1	0.56	17	9.55	0	0	0	0
18003	227	46	20.26	17	7.49	21	9.25	31	13.66	25	11.01	9	3.96	20	8.81	20	8.81	9	3.96	3	1.32	0	0	22	9.69	1	0.44	3	1.32
18004	305	9	2.95	12	3.93	80	26.23	59	19.34	33	10.82	2	0.66	12	3.93	9	2.95	28	9.18	6	1.97	1	0.33	53	17.38	1	0.33	0	0
18005	147	3	2.04	3	2.04	56	38.10	34	23.13	5	3.40	1	0.68	0	0	9	6.12	14	9.52	1	0.68	1	0.68	19	12.93	1	0.68	0	0
18006	237	44	18.57	27	11.39	28	11.81	18	7.59	32	13.50	8	3.38	30	12.66	26	10.97	8	3.38	3	1.27	1	0.42	11	4.64	1	0.42	0	0
18007	236	22	9.32	13	5.51	49	20.76	44	18.64	22	9.32	7	2.97	25	10.59	10	4.24	17	7.20	2	0.85	0	0	22	9.32	2	0.85	1	0.42
18008	285	13	4.56	14	4.91	74	25.96	52	18.25	23	8.07	4	1.40	13	4.56	12	4.21	19	6.67	3	1.05	0	0	57	20.00	1	0.35	0	0
18009	268	9	3.36	9	3.36	55	20.52	60	22.39	40	14.93	2	0.75	9	3.36	12	4.48	24	8.96	9	3.36	1	0.37	38	14.18	0	0	0	0
18010	371	11	2.96	16	4.31	63	16.98	91	24.53	40	10.78	3	0.81	15	4.04	12	3.23	51	13.75	7	1.89	0	0	60	16.17	2	0.54	0	0
18011	198	12	6.06	14	7.07	22	11.11	35	17.68	25	12.63	3	1.52	18	9.09	16	8.08	16	8.08	1	0.51	0	0	36	18.18	0	0	0	0
18012	268	16	5.97	5	1.87	72	26.87	62	23.13	27	10.07	1	0.37	9	3.36	10	3.73	17	6.34	3	1.12	0	0	45	16.79	1	0.37	0	0
18013	265	12	4.53	10	3.77	67	25.28	58	21.89	24	9.06	7	2.64	11	4.15	12	4.53	19	7.17	4	1.51	2	0.75	37	13.96	1	0.38	1	0.38
18014	276	11	3.99	9	3.26	74	26.81	68	24.64	28	10.14	1	0.36	6	2.17	5	1.81	22	7.97	3	1.09	0	0	46	16.67	3	1.09	0	0
18015	237	22	9.28	12	5.06	33	13.92	41	17.30	25	10.55	3	1.27	28	11.81	24	10.13	16	6.75	1	0.42	0	0	28	11.81	0	0	4	1.69
18016	232	9	3.88	16	6.90	44	18.97	43	18.53	29	12.50	2	0.86	12	5.17	7	3.02	31	13.36	4	1.72	1	0.43	32	13.79	2	0.86	0	0
18017	220	14	6.36	5	2.27	44	20.00	43	19.55	34	15.45	4	1.82	9	4.09	24	10.91	16	7.27	2	0.91	0	0	23	10.45	2	0.91	0	0
18018	253	3	1.19	6	2.37	71	28.06	71	28.06	20	7.91	1	0.40	7	2.77	1	0.40	34	13.44	4	1.58	0	0	32	12.65	1	0.40	2	0.79
18019	255	5	1.96	10	3.92	71	27.84	64	25.10	25	9.80	4	1.57	7	2.75	13	5.10	16	6.27	1	0.39	2	0.78	35	13.73	2	0.78	0	0
18020	193	6	3.11	3	1.55	66	34.20	30	15.54	18	9.33	0	0	4	2.07	7	3.63	25	12.95	4	2.07	0	0	29	15.03	1	0.52	0	0
18021	351	18	5.13	16	4.56	77	21.94	70	19.94	37	10.54	5	1.42	10	2.85	13	3.70	46	13.11	4	1.14	3	0.85	50	14.25	2	0.57	0	0
18022	328	8	2.44	11	3.35	80	24.39	80	24.39	24	7.32	3	0.91	8	2.44	9	2.74	35	10.67	8	2.44	1	0.30	57	17.38	4	1.22	0	0
18023	232	15	6.47	15	6.47	51	21.98	48	20.69	21	9.05	2	0.86	10	4.31	14	6.03	14	6.03	5	2.16	0	0	36	15.52	0	0	1	0.43
18024	208	36	17.31	13	6.25	9	4.33	16	7.69	35	16.83	15	7.21	32	15.38	35	16.83	2	0.96	2	0.96	0	0	11	5.29	1	0.48	1	0.48
18025	245	52	21.22	18	7.35	15	6.12	13	5.31	35	14.29	12	4.90	24	9.80	49	20.00	10	4.08	1	0.41	0	0	15	6.12	1	0.41	0	0
